stem	boards	size	ptsNoneOpened	youCompletion	topQCompletion	frontierCompletion	uncontestedPerGame
NETT	76	3.6842	113000	0.66477	0.56364	0.65438	65.66
ANGER	43	5.4419	113000	0.57143	0.4898	0.64253	65.66
CINE	78	3.1538	112800	0.42424	0.69231	0.50781	65.543
OPES	74	4.2703	112600	0.49259	0.36111	0.55405	65.427
TINT	102	3.9902	112600	0.67925	0.54717	0.71385	65.427
TASE	255	2.8627	112200	0.77803	0.82979	0.82877	65.195
PANE	65	4.1231	111800	0.52	0.60606	0.59223	64.962
CADE	60	4.05	111400	0.46927	0.55556	0.56872	64.73
INNER	58	4.5172	111400	0.61972	0.55172	0.66116	64.73
TORI	112	3.2321	111400	0.39759	0.6	0.47761	64.73
TANS	95	2.5474	111200	0.4086	0.47368	0.4252	64.614
STORE	117	2.7949	111000	0.748	0.81356	0.77739	64.497
NATES	95	2.8421	111000	0.4	0.44444	0.42453	64.497
LEAN	128	3.2188	110600	0.65652	0.52632	0.6875	64.265
HANT	68	3.5294	110400	0.66049	0.56522	0.65385	64.149
MANS	73	3.3562	110200	0.43529	0.47368	0.44366	64.033
AVER	31	8.2903	110200	0.53219	0.54902	0.58704	64.033
PLAN	33	6.5152	110000	0.54717	0.6	0.57419	63.916
RATER	106	3.0377	110000	0.65471	0.60938	0.72054	63.916
PEST	90	3.0333	109600	0.51429	0.55556	0.53333	63.684
RAVE	26	8.5	108800	0.48701	0.44	0.54891	63.219
OWER	47	5.9787	108600	0.5969	0.5	0.66288	63.103
BURS	32	5.375	108600	0.31343	0.48	0.42636	63.103
LATED	64	3.2969	108400	0.39796	0.47727	0.53988	62.987
TOIL	74	4.3378	108200	0.69432	0.62025	0.73162	62.87
LINS	70	2.7	108000	0.32836	0.46154	0.37143	62.754
AIRED	83	3.0602	107600	0.53425	0.75	0.60199	62.522
HOUSE	32	4.7188	107200	0.53409	0.53846	0.52459	62.289
GRAM	37	5.1351	107000	0.41593	0.77778	0.50769	62.173
SONS	55	3.9455	106600	0.37705	0.3	0.33636	61.941
TELS	126	2.7381	106400	0.42857	0.54348	0.48125	61.825
WARD	31	5.129	106400	0.4023	0.35714	0.43089	61.825
CHAS	38	4.9211	106200	0.56322	0.57143	0.5625	61.708
RIPE	64	5.2188	106000	0.55263	0.74359	0.6553	61.592
OMER	80	3.6125	105800	0.35088	0.36842	0.35484	61.476
SANG	65	3.2462	105200	0.48148	0.40541	0.48052	61.127
HORSE	61	2.9672	105000	0.46154	0.625	0.536	61.011
ETHER	45	4.4	104800	0.36264	0.6	0.48031	60.895
MEAN	74	3.8243	104600	0.60112	0.6	0.68595	60.779
HARD	53	3.9811	104400	0.53846	0.44	0.57647	60.662
TABLE	24	7.0417	104200	0.5	0.28571	0.46875	60.546
SATI	157	3.3312	104000	0.55952	0.58974	0.57225	60.43
TELE	80	3.5375	103800	0.54225	0.54167	0.60326	60.314
OCHE	47	5.4043	103800	0.42953	0.46154	0.46875	60.314
TROU	50	4.72	103400	0.56818	0.6	0.53691	60.081
LIME	49	4.4898	103400	0.51471	0.64865	0.56322	60.081
OILS	77	3.8831	103400	0.57488	0.52941	0.62302	60.081
TIRES	87	2.3908	103200	0.59524	0.71429	0.61628	59.965
COTT	25	5.64	103200	0.41026	0.46	0.51825	59.965
LASE	171	3.0468	103000	0.74528	0.75342	0.79727	59.849
PALL	24	6.5	103000	0.33333	0.4375	0.51493	59.849
LONG	42	5.4286	102800	0.5283	0.37838	0.5061	59.733
FIRE	61	3.623	102600	0.60377	0.60976	0.66667	59.617
ANGLE	24	8.4583	102200	0.55975	0.625	0.69271	59.384
ROWS	40	4.05	102200	0.41818	0.32432	0.41429	59.384
IRON	133	3.7669	102000	0.71642	0.7619	0.73684	59.268
TONER	85	3.1059	101800	0.70388	0.65714	0.75	59.152
LEAD	77	3.2857	100800	0.55118	0.66667	0.61364	58.571
HOOT	40	5.125	100400	0.56579	1	0.58857	58.338
LOTS	93	2.7419	100400	0.41667	0.47059	0.4472	58.338
CRAN	74	3.9865	100200	0.56338	0.45283	0.60099	58.222
SHEA	95	3.6947	99800	0.67633	0.77273	0.70833	57.99
SHOE	80	3.65	99400	0.57595	0.66667	0.62245	57.757
RIDES	45	2.8444	99400	0.44318	0.5	0.45946	57.757
EVER	22	6.2727	99200	0.36893	0.32558	0.38843	57.641
OARS	101	3.3069	98400	0.47333	0.4375	0.52336	57.176
PAIN	37	4.8649	98400	0.56364	0.5	0.55921	57.176
LION	69	3.7246	97800	0.52632	0.42105	0.42308	56.827
PINES	31	3.4194	97600	0.36667	0.48	0.43617	56.711
LICE	40	4.275	97400	0.49425	0.48148	0.52273	56.595
EARD	116	3.0259	97200	0.54922	0.61111	0.56828	56.479
CHAI	43	5.0698	97000	0.59167	0.6875	0.62941	56.363
CARTE	75	3.3467	97000	0.65241	0.79545	0.71739	56.363
HATE	156	3.1923	96800	0.76562	0.78873	0.83956	56.246
USED	64	3.5312	96800	0.32184	0.40816	0.37838	56.246
PANT	43	4.7674	96800	0.56911	0.56757	0.59444	56.246
RAPS	54	3.8519	96600	0.42017	0.38636	0.4881	56.13
RARE	111	3.4144	96600	0.57831	0.60345	0.63855	56.13
MAND	38	4.0789	96400	0.26923	0.43478	0.37755	56.014
SIST	82	3.5976	96200	0.46032	0.45833	0.44094	55.898
EACH	66	4.6212	96000	0.51724	0.73333	0.56853	55.782
OSIER	77	3.6623	95800	0.23256	0.375	0.30097	55.665
AGED	54	3.4815	95600	0.4433	0.40625	0.46753	55.549
LOUR	31	4.9677	95600	0.52273	0.53846	0.47619	55.549
TILES	57	2.6491	95400	0.51818	0.48649	0.55474	55.433
ACHES	41	4.8293	95200	0.58788	0.625	0.61628	55.317
POTS	56	3.0536	95000	0.44262	0.41667	0.42017	55.2
ROPE	56	4.3929	94800	0.57921	0.66667	0.65534	55.084
SPIE	52	4.2308	94600	0.46715	0.58621	0.54601	54.968
ENDER	57	5.0526	94600	0.66169	0.80952	0.74477	54.968
ROTA	165	3.2909	94000	0.51899	0.73333	0.60406	54.619
FAST	50	4.52	94000	0.57823	0.58065	0.61143	54.619
TOUR	50	4.42	94000	0.58974	0.68	0.60345	54.619
LONE	96	3.4479	93800	0.72581	0.74324	0.75601	54.503
COUR	20	6.95	93400	0.49057	0.46667	0.52381	54.271
TUNE	76	3.9474	93200	0.70286	0.76744	0.71486	54.155
TINA	153	3.268	93200	0.38596	0.4359	0.48921	54.155
HALL	23	5.6087	93200	0.2381	0.27273	0.27381	54.155
SAIN	145	3.2621	93200	0.7492	0.62903	0.77273	54.155
STAG	57	4.0702	92800	0.63087	0.63158	0.66667	53.922
ELLS	58	4.5	92800	0.4959	0.46667	0.55422	53.922
TEAD	135	3.3407	92400	0.69478	0.64865	0.72727	53.69
CARR	37	4.2162	92000	0.3		0.32632	53.457
AGERS	58	3.1379	91800	0.55303	0.56522	0.57143	53.341
FORES	36	3.0556	91800	0.50725	0.27273	0.5	53.341
GATES	41	2.561	91600	0.40741	0.46667	0.46316	53.225
SHINE	51	3.6275	91600	0.5969	0.8	0.66242	53.225
POLE	52	3.9808	91400	0.57647	0.77778	0.63736	53.109
COTE	76	2.7368	91200	0.58904	0.71429	0.65217	52.992
SOME	37	3	90800	0.35135	0.5	0.35294	52.76
DATES	41	2.5366	90600	0.4	0.5	0.41975	52.644
MARL	55	3.7273	90400	0.60606	0.55556	0.61585	52.528
TACH	59	3.8983	90000	0.575	0.8	0.54861	52.295
NITER	106	2.4057	90000	0.6962	0.66667	0.73171	52.295
CHAT	41	3.2195	89600	0.52174	0.42857	0.51923	52.063
TOOT	29	5.1379	89600	0.54464	0.36	0.55906	52.063
STERE	89	2.6854	89600	0.61972	0.75	0.62121	52.063
NAME	91	3.7253	89400	0.66327	0.70732	0.73109	51.947
MORA	67	4.6269	88800	0.52809	0.61538	0.53676	51.598
SHIR	74	4.2838	88800	0.65432	0.66667	0.68293	51.598
PENS	61	3.0656	88800	0.37333	0.44444	0.39252	51.598
CHORE	34	3.6471	88600	0.46753	0.61538	0.47	51.482
EELS	67	4.209	87800	0.45679	0.40351	0.51866	51.017
DENTS	46	2.5217	87800	0.40476	0.54545	0.44792	51.017
TOON	48	3.6042	87800	0.48598	0.5	0.55462	51.017
ARETS	87	2.3333	87600	0.53333	0.5	0.56522	50.901
LESS	54	4.2407	87600	0.34783	0.28571	0.35897	50.901
TROD	88	3.6364	87400	0.67516	0.51724	0.68342	50.784
CARS	88	3	87400	0.5678	0.64286	0.64286	50.784
LINER	63	3.0476	87400	0.7027	0.73171	0.73837	50.784
LUST	39	4.3846	87200	0.53947	0.57143	0.58065	50.668
PERE	68	3.2794	87000	0.5122	0.48649	0.52273	50.552
ILLS	47	5.5106	86800	0.48472	0.35714	0.54688	50.436
MOSE	69	2.7826	86600	0.53097	0.64286	0.59184	50.32
BEST	57	3.4561	86600	0.4	0.6	0.47154	50.32
TIED	128	2.4688	86400	0.52459	0.53125	0.49701	50.203
COME	41	4.4634	86400	0.54762	0.58537	0.58621	50.203
LATS	130	2.6154	86200	0.51678	0.52941	0.55242	50.087
ANTA	114	3.9474	86200	0.46429	0.46429	0.48921	50.087
TRINE	100	3.16	86200	0.74317	0.7	0.78151	50.087
TORA	156	3.0385	85800	0.5122	0.55556	0.57143	49.855
RAINS	58	3.1897	85800	0.68027	0.58621	0.6875	49.855
DALE	77	2.9221	85800	0.62281	0.8	0.64458	49.855
LOPE	43	5.093	85600	0.61832	0.52632	0.62011	49.739
METER	38	3.1842	85600	0.54	0.72727	0.56962	49.739
HAIN	77	3.7662	85600	0.57547	0.63636	0.58989	49.739
ROAD	78	3.9744	85400	0.57143	0.4	0.58333	49.622
RAMS	82	3.061	84800	0.48696	0.46154	0.50658	49.274
RIDER	42	3	84600	0.56944	0.5	0.5283	49.157
BING	22	5.5909	84600	0.48214	0.61111	0.52066	49.157
STIES	50	2.8	84600	0.32558	0.3125	0.37838	49.157
MISS	38	4.4474	84600	0.30303	0.36364	0.34375	49.157
INGLE	26	7.5385	84400	0.53488	0.52778	0.56911	49.041
SAND	77	2.987	84400	0.71429	0.6875	0.68786	49.041
CREE	52	5.4231	84200	0.56637	0.6	0.59259	48.925
FINE	48	4.1667	84000	0.69863	0.5	0.67725	48.809
SPART	27	3.9259	84000	0.34545	0.38889	0.36111	48.809
PRAT	61	5	83400	0.63372	0.45	0.67117	48.46
TREE	124	3.4274	83200	0.68056	0.80952	0.74182	48.344
BLAT	35	5.3714	83200	0.5	0.5641	0.58278	48.344
LANES	56	2.4107	83200	0.46753	0.43478	0.52778	48.344
SHOO	38	5.0789	83000	0.56522	0.5	0.6015	48.228
GANS	39	3	82600	0.30189	0.3125	0.30952	47.995
BONE	41	4.0244	82200	0.60714	0.81081	0.69091	47.763
EROS	246	3.8374	81800	0.25862	0.28125	0.29545	47.531
GREE	38	5.5526	81600	0.53535	0.63415	0.51908	47.414
FEST	53	3.5849	81400	0.47959	0.47619	0.52459	47.298
RUDE	45	4.0222	81200	0.53333	0.71429	0.63816	47.182
SETT	80	3.35	81200	0.71264	0.74286	0.75481	47.182
TOOL	50	4.28	81000	0.59524	0.61702	0.66486	47.066
LITER	67	2.4179	81000	0.71429	0.72414	0.74101	47.066
HEST	103	2.5534	81000	0.60769	0.6	0.64103	47.066
DOES	100	2.41	80800	0.4382	0.53571	0.46269	46.949
AMINE	53	3.4151	80800	0.45	0.55172	0.57798	46.949
HIES	69	3.2609	80800	0.375	0.55556	0.39423	46.949
HOAR	75	3.7067	80800	0.6	0.66667	0.62577	46.949
SHORE	52	3.0385	80800	0.56731	0.62963	0.60606	46.949
TOSE	136	2.4485	80600	0.63158	0.62222	0.66279	46.833
LATH	73	4.726	80400	0.57944	0.83019	0.7247	46.717
RIME	75	3.8133	80400	0.58511	0.61538	0.68095	46.717
ROIN	123	3.2683	80200	0.54348	0.625	0.57333	46.601
ACTS	64	3.3281	80000	0.37931	0.42857	0.44643	46.485
BARE	85	3.0353	79800	0.64912	0.5	0.70089	46.368
DANT	74	2.8514	79400	0.55238	0.6875	0.59155	46.136
AMIS	93	3.7849	79200	0.2623	0.5	0.35185	46.02
ASHES	43	4.907	79000	0.62025	0.71875	0.68508	45.904
TAKE	26	5.6923	79000	0.58219	0.30769	0.62162	45.904
LARS	79	2.6456	78800	0.36957	0.27273	0.36559	45.787
LODE	74	3	78400	0.53846	0.62963	0.57143	45.555
SEAM	74	3.5541	78400	0.62903	0.55556	0.63816	45.555
LURE	52	3.8269	78200	0.55172	0.42857	0.58219	45.439
AILED	56	4.125	78200	0.56579	0.65714	0.63492	45.439
MANI	75	3.92	78200	0.4	0.4	0.47	45.439
ACED	59	3.6271	78200	0.44604	0.58824	0.57558	45.439
ELATE	76	4.6316	78200	0.7907	0.81319	0.808	45.439
AIDS	85	3.2118	78000	0.58101	0.33333	0.58744	45.322
DORSE	53	2.8491	78000	0.49383	0.52941	0.5812	45.322
NAILS	36	3.3056	78000	0.48333	0.54545	0.5	45.322
TEIN	247	3.0081	77600	0.6878	0.69388	0.72203	45.09
ANAS	85	3.8706	77600	0.47	0.5	0.45522	45.09
COAT	61	4.541	77200	0.59639	0.68966	0.65591	44.858
SKIN	24	4.5	77200	0.32394	0.66667	0.4	44.858
OPED	32	5.3125	77200	0.38235	0.26316	0.37324	44.858
STAIN	77	2.9221	77200	0.68902	0.92105	0.77778	44.858
CARD	47	4.4255	77000	0.48958	0.72222	0.62319	44.741
BEAR	64	4.1406	76800	0.66512	0.74074	0.76293	44.625
AVES	25	6.48	76800	0.45736	0.26923	0.46939	44.625
RASES	51	2.5294	76800	0.5	0.42857	0.49541	44.625
DONS	67	2.8209	76800	0.46154	0.34783	0.42105	44.625
GONE	59	3.5763	76800	0.52174	0.67742	0.57718	44.625
THAN	68	4.3824	76600	0.55789	0.5	0.54745	44.509
EMES	62	3.8065	76600	0.44118	0.32759	0.43558	44.509
SONE	104	2.3077	76400	0.70423	0.63333	0.72581	44.393
RICH	33	4.1818	76400	0.44615	0.66667	0.44578	44.393
GALE	53	3.2453	76400	0.56044	0.72973	0.59559	44.393
HASTE	66	2.9697	76200	0.61719	0.88	0.69461	44.277
MAGE	28	4.3929	75800	0.36559	0.88889	0.53271	44.044
CANS	65	2.7692	75600	0.42857	0.4	0.40496	43.928
ITCH	51	5	75200	0.56557	0.5	0.56164	43.696
RATH	116	3.2069	75200	0.67424	0.65714	0.69268	43.696
SALL	42	4.0476	75200	0.60748	0.52	0.63699	43.696
PEND	33	3.9394	75000	0.53488	0.5	0.51613	43.579
ELTS	136	3.0294	75000	0.53073	0.5	0.52459	43.579
PAIR	48	4.2708	74800	0.62245	0.78571	0.65116	43.463
RENS	127	2.3071	74600	0.47368	0.51724	0.50658	43.347
NODE	102	2.7255	74600	0.63636	0.85	0.68508	43.347
HINS	72	2.8889	74600	0.48673	0.52381	0.51515	43.347
HANG	37	4.0541	74000	0.52713	0.4	0.54676	42.998
WART	54	3.3333	74000	0.51961	0.57143	0.57664	42.998
SAGE	70	2.9714	73400	0.63115	0.55556	0.61806	42.65
MERE	76	3.3553	73400	0.48913	0.61905	0.52448	42.65
PROS	51	4.7843	73200	0.57333	0.41176	0.51695	42.533
CUTE	45	4.6	73200	0.46739	0.66667	0.56391	42.533
DITS	105	2.819	73200	0.35849	0.44444	0.39024	42.533
MITER	48	2.8333	73000	0.66304	0.48148	0.65574	42.417
DURE	37	3.4865	72800	0.5	0.46667	0.52525	42.301
ALTS	104	2.6346	72600	0.50327	0.625	0.56	42.185
SCOT	56	3.8214	72600	0.2619	0.41176	0.35714	42.185
INTERS	67	3.0149	72400	0.72789	0.69231	0.75936	42.069
LITH	54	4.4259	72200	0.58696	0.57576	0.5748	41.952
NIDE	111	3.1802	72200	0.66814	0.68889	0.73413	41.952
EALING	23	3.913	71600	0.46809	0.45714	0.44304	41.604
ROCH	29	4.5172	71600	0.39623	0.33333	0.38667	41.604
RAILS	47	2.8511	71600	0.6087	0.56757	0.61404	41.604
ARMS	50	3.44	71200	0.375	0.42308	0.41441	41.371
MILE	47	4.4894	71200	0.65854	0.67797	0.70256	41.371
ROUSE	38	4.2368	71200	0.55814	0.66667	0.65132	41.371
TEAS	129	3.2791	70800	0.81613	0.86667	0.86555	41.139
RAMI	85	3.6941	70800	0.38889	0.5	0.53543	41.139
SINS	73	2.5205	70600	0.45	0.38095	0.44565	41.023
MORT	58	3.2414	70200	0.50769	0.66667	0.52427	40.79
OINT	118	3.7034	70200	0.46667	0.29167	0.42045	40.79
CRUS	24	4.9167	70000	0.44615	0.42857	0.42697	40.674
ERNES	66	2.5909	69800	0.54455	0.52381	0.54783	40.558
DASH	64	3.2031	69800	0.44086	0.61538	0.55738	40.558
MAIL	49	4.7755	69800	0.60106	0.80645	0.69697	40.558
LASS	38	4.7632	69800	0.34783	0.16667	0.40404	40.558
LOIN	89	3.9101	69600	0.39535	0.53333	0.4661	40.442
RATING	28	3.0714	69400	0.41463	0.4375	0.49254	40.325
REIS	182	2.5604	69400	0.82096	0.66667	0.8	40.325
TWIN	22	5.3636	69400	0.54762	0.33333	0.57292	40.325
TOUT	34	4.2059	69400	0.52679	0.58333	0.63636	40.325
HETS	90	2.5222	69200	0.61864	0.38095	0.56688	40.209
RAGES	24	2.7917	69200	0.35	0.46154	0.4	40.209
PATER	46	2.8043	69000	0.58586	0.66667	0.61207	40.093
RUSE	60	2.9833	68800	0.44681	0.45833	0.45794	39.977
DOSE	99	3.0303	68600	0.70297	0.81395	0.76494	39.861
SORES	71	2.3521	68600	0.54054	0.62963	0.61417	39.861
RILE	107	2.7103	68600	0.66667	0.65854	0.72308	39.861
STRAIN	39	2.8462	68400	0.59211	0.83333	0.63636	39.744
DOLE	69	2.5797	68200	0.66129	0.7037	0.6875	39.628
SPINE	33	3.1212	68200	0.47368	0.6875	0.5	39.628
HOUT	36	4.1111	68000	0.60606	0.61702	0.59848	39.512
SOLD	50	4.44	67800	0.5	0.4	0.52632	39.396
HOIS	71	3.7183	67800	0.67327	0.44444	0.65385	39.396
PONE	39	3.359	67600	0.52747	0.40909	0.57143	39.279
TREAT	92	2.9565	67600	0.6625	0.77273	0.7094	39.279
REND	125	2.728	67600	0.78855	0.66667	0.79273	39.279
MORS	47	3.1915	67600	0.6747	0.52632	0.62931	39.279
SPIT	38	3.7105	67600	0.62	0.71429	0.61818	39.279
LIEN	93	3.3548	67400	0.45455	0.6129	0.55752	39.163
SOOT	62	4.0484	67400	0.68794	0.64	0.71277	39.163
ROOS	80	3.725	67200	0.67553	0.59375	0.71053	39.047
SHET	112	2.5893	67000	0.62791	0.35	0.57895	38.931
EASTER	45	2.4889	67000	0.55844	0.91667	0.66304	38.931
WEST	57	3.0526	66800	0.40698	0.8	0.53659	38.815
SLING	26	3.3846	66800	0.52308	0.47826	0.54545	38.815
SALTER	39	2.8718	66800	0.61176	0.6875	0.67033	38.815
ILLER	29	4.4828	66600	0.49398	0.51282	0.54237	38.698
MINT	68	3.2794	66600	0.6963	0.8	0.73514	38.698
CARN	60	3.3	66400	0.60345	0.67442	0.58974	38.582
MOUS	20	5	66400	0.5082	0.33333	0.46154	38.582
GRATE	43	3.4651	66200	0.7	0.86667	0.72358	38.466
REDO	144	3.2778	66200	0.575	0.625	0.62338	38.466
CONE	66	3.0909	66200	0.64828	0.77273	0.66667	38.466
SERR	109	4.1927	66000	0.57895	0.775	0.66667	38.35
RACHE	30	3.9	65800	0.47368	0.66667	0.58824	38.234
MEND	50	4.1	65800	0.68254	0.51852	0.68639	38.234
SAME	83	2.8072	65400	0.51899	0.55556	0.50714	38.001
HOTE	95	3.0316	65200	0.48951	0.74074	0.57219	37.885
CANN	27	4.8519	65200	0.48889	0.59091	0.58654	37.885
TARES	80	2.15	65000	0.70992	0.6875	0.74691	37.769
TEAM	101	3.4257	65000	0.71921	0.84375	0.76587	37.769
TRADE	56	2.8393	65000	0.72816	0.75862	0.73077	37.769
LANDS	21	3.6667	64800	0.30769	0.625	0.38333	37.653
ROES	119	2.479	64800	0.43333	0.42105	0.4	37.653
AKES	34	4.5	64800	0.49635	0.42308	0.5493	37.653
TEENS	39	2.641	64800	0.44286	0.44	0.49351	37.653
BINE	35	3.4571	64800	0.49123	0.69565	0.62617	37.653
NESS	77	4.1818	64800	0.36364	0.4	0.35849	37.653
EATING	21	4.2857	64600	0.5	0.375	0.5493	37.536
ALLS	46	3.6957	64600	0.45324	0.53333	0.55625	37.536
OLLIE	26	5.3462	64600	0.5	0.52174	0.52083	37.536
EANED	47	3.2766	64600	0.42857	0.5	0.48718	37.536
INCH	40	4.175	64400	0.47727	1	0.57944	37.42
SHEN	94	2.9255	64400	0.63717	0.46154	0.62581	37.42
CARL	51	3.8039	64400	0.61053	0.7	0.68939	37.42
TEER	139	2.9209	64200	0.68966	0.68605	0.77193	37.304
TONG	49	3.8571	64200	0.46018	0.58065	0.57616	37.304
RIDS	49	2.5102	64200	0.3913	0.5	0.3875	37.304
INTI	86	3.9535	64000	0.25641		0.24242	37.188
PARS	60	3.4333	64000	0.68243	0.75862	0.71512	37.188
ETCH	51	3.9804	64000	0.57647	0.66667	0.58824	37.188
HARM	40	4.4	64000	0.46154	0.52174	0.49398	37.188
PELT	46	4.0217	64000	0.53333	0.57143	0.4466	37.188
CARP	25	5.2	63800	0.53968		0.5618	37.071
TOILE	38	4.2895	63800	0.66372	0.625	0.71831	37.071
RONG	46	2.9565	63600	0.35	0.3125	0.35443	36.955
TREAD	61	2.6721	63400	0.64948	0.625	0.68571	36.839
MATT	34	5.0294	63400	0.64706	0.84615	0.7125	36.839
REDS	87	2.3563	63400	0.54	0.52632	0.46739	36.839
ROTS	92	2.3478	63400	0.4507	0.47619	0.47009	36.839
PILE	45	4.6889	63400	0.59055	0.65517	0.63388	36.839
TELA	156	3.2692	63200	0.46667	0.55172	0.49123	36.723
ACRE	100	3.07	63200	0.50515	1	0.56303	36.723
ROSES	43	2.5581	63200	0.52632	0.52632	0.51807	36.723
SCALE	28	3.8214	63200	0.59036	0.54545	0.64444	36.723
STILE	59	2.5424	63200	0.72115	0.7037	0.7197	36.723
PALES	37	2.6486	62800	0.51786	0.6	0.5977	36.49
RANK	22	5.3636	62800	0.6	0.58065	0.54867	36.49
DINES	24	2.4583	62800	0.41026	0.36842	0.38776	36.49
MINA	80	5.1875	62800	0.29412	0.41176	0.3913	36.49
TICE	72	3.1111	62600	0.55405	0.73684	0.6087	36.374
RANI	161	2.9379	62600	0.52174	0.42857	0.51087	36.374
RENTS	46	2.4348	62600	0.54054	0.58824	0.56989	36.374
LOTTE	29	4.8966	62400	0.664	0.67857	0.73723	36.258
RESTS	44	2.3636	62400	0.52	0.5	0.51724	36.258
MALI	46	3.8261	62200	0.38462	0.28571	0.51282	36.142
TENTS	46	2.6087	62200	0.47541	0.41667	0.54545	36.142
DORT	83	2.759	62200	0.60377	0.74074	0.69178	36.142
OLLER	24	4.8333	62000	0.3913	0.31818	0.49438	36.026
ORATE	117	2.9145	61800	0.73958	0.88	0.77401	35.909
BRAN	42	4.2381	61800	0.58182	0.75	0.6	35.909
CIST	68	2.8676	61800	0.53061	0.55	0.58696	35.909
MEAT	98	2.7755	61800	0.70909	0.73333	0.67614	35.909
COPE	22	5.2273	61800	0.60194	0.57143	0.63717	35.909
SADE	105	2.6667	61600	0.45455	0.56522	0.47	35.793
LOOT	50	3.74	61600	0.61029	0.70588	0.66867	35.793
CIDE	52	3.7308	61400	0.64545	0.6	0.6875	35.677
ROAST	52	3.1538	61400	0.70192	0.5	0.69748	35.677
TOPE	62	4.5484	61200	0.66512	0.8	0.75099	35.561
AWED	27	4.8148	61200	0.33333	0.33333	0.39806	35.561
ROID	75	4.2	61200	0.45652	0.42857	0.47222	35.561
CAME	39	3.4872	61000	0.43956	0.57895	0.5	35.445
HERN	74	2.8108	61000	0.62222	0.71429	0.64151	35.445
TICS	60	3.5833	61000	0.2963	0.3	0.35714	35.445
WATE	38	3.4474	60800	0.72727	0.7	0.7438	35.328
SEAS	81	2.5432	60800	0.64444	0.5	0.675	35.328
RACES	46	2.5	60800	0.57609	0.64286	0.65714	35.328
NOLE	107	2.8318	60600	0.64545	0.66667	0.67089	35.212
HATS	66	2.5303	60600	0.43023	0.42857	0.4876	35.212
MARE	107	2.3832	60600	0.8	0.73529	0.77885	35.212
HERES	50	2.5	60600	0.5814	0.5625	0.61224	35.212
GAIN	62	3.5968	60400	0.64	0.92857	0.68148	35.096
MONA	53	3.2453	60200	0.46154	0.40909	0.55556	34.98
LINTS	40	2.4	60200	0.43548	0.53846	0.47436	34.98
OBES	38	3.7895	60200	0.32	0.22222	0.33	34.98
PEAS	52	3	60200	0.71186	0.55556	0.63559	34.98
PONT	45	3.3111	60200	0.51111	0.375	0.61739	34.98
STOP	69	3.7536	60000	0.66942	0.625	0.66879	34.863
LARI	111	2.7027	60000	0.58333	0.46667	0.5	34.863
OMAS	73	3.5205	59800	0.28986	0.4	0.35354	34.747
COLE	47	2.9362	59800	0.61446	0.70833	0.65041	34.747
SCAN	41	3.6341	59600	0.60215	0.64	0.66667	34.631
DENE	75	3.0667	59600	0.59701	0.75	0.54717	34.631
WATER	28	2.9643	59600	0.65385	0.6875	0.64935	34.631
BOAT	27	4.037	59400	0.53191	0.90909	0.625	34.515
WARE	71	3.0986	59400	0.62667	0.71795	0.69663	34.515
SLATE	98	3.0102	59400	0.78421	0.78689	0.83871	34.515
PASE	59	2.5763	59200	0.44595	0.5	0.48039	34.399
SIDES	43	2.5349	59200	0.62791	0.5	0.53521	34.399
RAPES	39	3.1282	59200	0.61765	0.57143	0.63559	34.399
OWSE	41	4.9756	59200	0.44444	0.55556	0.5	34.399
TASTE	85	3.1294	59000	0.75661	0.88095	0.82589	34.282
REENS	50	2.64	59000	0.55405	0.51852	0.54255	34.282
LANDE	39	3.8718	59000	0.71901	0.71429	0.78417	34.282
BARD	49	3.6531	59000	0.52427	0.52941	0.592	34.282
AMIE	82	3.7927	58800	0.52381	0.33333	0.47312	34.166
SINES	32	2.3438	58800	0.42222	0.4375	0.45902	34.166
OILED	36	3.8611	58800	0.48333	0.45714	0.58163	34.166
SHIT	71	3.2535	58800	0.7415	0.72727	0.76064	34.166
LAID	77	3.013	58800	0.35	0.5	0.45455	34.166
ARISE	89	2.6067	58600	0.625	0.58333	0.69	34.05
RIVE	22	5.8182	58600	0.41772	0.75	0.47959	34.05
REPO	61	4.5738	58600	0.66667	0.65714	0.70866	34.05
TORSE	73	2.274	58400	0.58889	0.67857	0.63636	33.934
SITES	33	2.2121	58200	0.53333	0.36364	0.51667	33.818
CRON	48	4.1667	58200	0.54054	0.6	0.56481	33.818
REEL	63	2.8413	57800	0.57647	0.62069	0.64407	33.585
ROLES	37	2.5676	57600	0.4697	0.53846	0.52	33.469
RESTO	81	2.5926	57400	0.66667	0.51852	0.58108	33.353
APED	38	4.6842	57400	0.32967	0.6	0.472	33.353
NITS	112	2.2411	57400	0.47674	0.52	0.49242	33.353
SITS	62	2.4032	57400	0.53608	0.4	0.5431	33.353
WAIT	39	4.5385	57400	0.78704	0.53333	0.73418	33.353
STAGE	36	3.6111	57200	0.61111	0.68182	0.68807	33.236
LISTER	45	2.4444	57200	0.63793	0.63158	0.66667	33.236
CITES	36	2.4167	57000	0.4359	0.5	0.45	33.12
LIED	53	2.9623	56800	0.35714	0.23529	0.31746	33.004
PREE	47	4	56600	0.568	0.61538	0.60465	32.888
PLATE	32	3.7188	56600	0.63441	0.8125	0.67925	32.888
RADS	78	2.5385	56400	0.51786	0.41379	0.51773	32.772
LOOS	45	4.2	56400	0.53398	0.8	0.67143	32.772
BEAT	47	3.383	56400	0.6371	0.72414	0.7047	32.772
HEARS	48	2.625	56200	0.7	0.73333	0.71186	32.655
