key	len	boards	present	found	foundByOpp	cellmateMissedPts	missedPts	completion
ABO	3	277	791	178	130	30000	61300	0.225
EELRV	5	47	124	32	41	29600	73600	0.2581
FIRST	5	111	259	30	45	29600	183200	0.1158
ACMS	4	164	406	87	80	29600	127600	0.2143
ELLS	4	174	348	82	96	29600	106400	0.2356
AINTT	5	158	367	30	40	29600	269600	0.08174
AHORS	5	133	289	40	38	29600	199200	0.1384
ENPS	4	196	392	90	78	29600	120800	0.2296
ADEMS	5	56	124	48	42	29600	60800	0.3871
ABDES	5	49	109	43	32	29600	52800	0.3945
AMOST	5	83	186	34	33	29600	121600	0.1828
AEIMNT	6	110	264	15	36	29400	348600	0.05682
ALMORS	6	43	95	18	16	29400	107800	0.1895
ELORSW	6	29	80	22	22	29400	81200	0.275
ADEHST	6	40	80	27	30	29400	74200	0.3375
EMR	3	675	1350	334	227	29400	101600	0.2474
ADESST	6	92	195	22	46	29400	242200	0.1128
AEMNOR	6	43	96	16	13	29400	112000	0.1667
AELLRT	6	29	58	23	22	29400	49000	0.3966
ELNORS	6	37	78	18	21	29400	84000	0.2308
BDEIRS	6	38	83	17	23	29400	92400	0.2048
AEMRSS	6	42	89	25	30	29400	89600	0.2809
CEINST	6	81	175	21	26	29400	215600	0.12
ABERSS	6	32	75	24	17	29400	71400	0.32
ABDE	4	104	267	78	72	29200	75600	0.2921
ERRS	4	356	712	111	71	29200	240400	0.1559
EMSU	4	136	423	36	42	29200	154800	0.08511
AELRY	5	85	197	31	37	28800	132800	0.1574
ARW	3	526	1052	564	473	28800	48800	0.5361
ILOR	4	150	300	80	69	28800	88000	0.2667
AEGMS	5	45	97	49	38	28800	38400	0.5052
AELRV	5	36	95	27	33	28800	54400	0.2842
EEILRST	7	47	104	12	11	28800	165600	0.1154
EENPS	5	64	143	40	31	28800	82400	0.2797
EELNS	5	136	272	80	70	28800	153600	0.2941
ADERRST	7	39	88	13	22	28800	135000	0.1477
ADEEHRS	7	38	85	14	22	28800	127800	0.1647
ELORSTT	7	24	56	19	22	28800	66600	0.3393
EEHRT	5	135	281	41	60	28800	192000	0.1459
GNO	3	563	1126	385	312	28700	74100	0.3419
CRU	3	340	878	274	295	28500	60400	0.3121
AEG	3	529	1058	365	247	28500	69300	0.345
IMPS	4	124	332	51	46	28400	112400	0.1536
AMOT	4	171	342	73	63	28400	107600	0.2135
ILMO	4	152	368	53	68	28400	126000	0.144
ADEELN	6	46	97	19	25	28000	109200	0.1959
ELSTU	5	74	148	39	52	28000	87200	0.2635
AFIL	4	156	361	40	35	28000	128400	0.1108
AEHLST	6	76	173	15	17	28000	221200	0.08671
AANST	5	107	214	45	29	28000	135200	0.2103
AEHILR	6	35	70	24	21	28000	64400	0.3429
CHIST	5	77	171	34	34	28000	109600	0.1988
EILOT	5	75	150	35	43	28000	92000	0.2333
EESW	4	92	208	87	78	28000	48400	0.4183
ALSW	4	110	271	67	72	28000	81600	0.2472
ADNST	5	76	152	63	70	28000	71200	0.4145
DEERT	5	92	184	41	66	28000	114400	0.2228
ADEES	5	89	178	35	36	28000	114400	0.1966
AELMNT	6	49	107	24	18	28000	116200	0.2243
CEHINS	6	72	155	27	46	28000	179200	0.1742
CELOS	5	45	106	29	41	28000	61600	0.2736
EERSV	5	65	157	33	32	28000	99200	0.2102
GIS	3	764	1528	378	338	27800	115000	0.2474
CERU	4	129	291	50	67	27600	96400	0.1718
EEGR	4	144	313	74	79	27600	95600	0.2364
ENSS	4	223	446	89	64	27600	142800	0.1996
NOW	3	326	831	310	253	27400	52100	0.373
AELNT	5	88	176	58	26	27200	94400	0.3295
AOSTT	5	84	168	42	41	27200	100800	0.25
IKNST	5	66	169	38	42	27200	104800	0.2249
MOOR	4	136	272	124	89	27200	59200	0.4559
AEKL	4	70	175	67	59	27200	43200	0.3829
DEFIL	5	53	123	22	26	27200	80800	0.1789
EINV	4	104	279	48	61	27200	92400	0.172
EMNOS	5	103	227	32	40	27200	156000	0.141
AEIMS	5	83	166	44	24	27200	97600	0.2651
ABRST	5	102	215	45	60	27200	136000	0.2093
HOSTU	5	61	156	46	55	27200	88000	0.2949
AEFRT	5	103	234	28	41	27200	164800	0.1197
AEHSS	5	73	146	48	40	27200	78400	0.3288
ADEIM	5	79	201	24	31	27200	141600	0.1194
DEEMS	5	65	140	37	51	27200	82400	0.2643
ENRSU	5	75	150	36	47	27200	91200	0.24
DENSS	5	69	138	36	35	27200	81600	0.2609
BEIRT	5	58	122	36	41	27200	68800	0.2951
BEIST	5	100	211	33	31	27200	142400	0.1564
EMOSU	5	40	91	28	28	27200	50400	0.3077
AFRS	4	149	329	68	58	27200	104400	0.2067
ACEERST	7	54	125	9	15	27000	208800	0.072
ADEINRT	7	48	100	25	28	27000	135000	0.25
ADEHRST	7	48	107	9	21	27000	176400	0.08411
EELRSTT	7	33	77	14	18	27000	113400	0.1818
EENNRST	7	23	46	19	19	27000	48600	0.413
EILNRST	7	35	70	19	20	27000	91800	0.2714
AELNSTT	7	29	62	11	6	27000	91800	0.1774
AEGILNR	7	44	100	11	13	27000	160200	0.11
ACEEHRT	7	37	89	11	23	27000	140400	0.1236
AEKT	4	78	192	61	58	26800	52400	0.3177
IKNS	4	110	285	73	76	26800	84800	0.2561
OPRSST	6	39	78	21	24	26600	79800	0.2692
AEPSTT	6	34	75	16	20	26600	82600	0.2133
ELLORS	6	49	124	16	8	26600	151200	0.129
ADEGNR	6	40	92	27	29	26600	91000	0.2935
ABORST	6	33	73	17	15	26600	78400	0.2329
EORRTT	6	37	78	20	16	26600	81200	0.2564
CEHORT	6	46	107	12	11	26600	133000	0.1121
HIRS	4	172	344	74	84	26400	108000	0.2151
ADERY	5	101	238	23	32	26400	172000	0.09664
ABDEL	5	57	133	44	32	26400	71200	0.3308
ACDIR	5	81	199	18	15	26400	144800	0.09045
DEIM	4	148	296	66	77	26400	92000	0.223
AALNS	5	148	358	23	14	26400	268000	0.06425
AEILNRST	8	43	94	12	10	26400	180400	0.1277
EERSW	5	61	146	33	29	26400	90400	0.226
DEEPS	5	66	146	34	38	26400	89600	0.2329
ELLST	5	85	170	71	94	26400	79200	0.4176
MSU	3	324	855	223	215	26200	63200	0.2608
EGT	3	795	1590	332	237	26000	125800	0.2088
AGRS	4	150	300	93	65	26000	82800	0.31
BLOO	4	73	185	49	33	26000	54400	0.2649
BEOT	4	109	218	69	62	26000	59600	0.3165
AHLT	4	129	258	93	84	26000	66000	0.3605
HIS	3	673	1346	272	176	25800	107400	0.2021
BRU	3	292	824	209	207	25700	61500	0.2536
EILLR	5	84	168	42	48	25600	100800	0.25
AIKST	5	49	156	15	7	25600	112800	0.09615
ADEPS	5	79	188	23	33	25600	132000	0.1223
BEINS	5	64	138	27	31	25600	88800	0.1957
ENOPS	5	56	132	22	41	25600	88000	0.1667
EMOTT	5	43	91	27	30	25600	51200	0.2967
AINSS	5	66	132	36	37	25600	76800	0.2727
ELOOS	5	70	140	58	66	25600	65600	0.4143
MNOOS	5	43	99	35	33	25600	51200	0.3535
ADOST	5	67	142	32	22	25600	88000	0.2254
ADEMT	5	72	144	86	58	25600	46400	0.5972
AACRT	5	95	190	44	33	25600	116800	0.2316
ABIST	5	70	150	33	23	25600	93600	0.22
DEIMS	5	67	153	24	24	25600	103200	0.1569
ADEMR	5	138	313	24	36	25600	231200	0.07668
DIS	3	843	1686	260	214	25400	142600	0.1542
ADM	3	482	964	429	366	25300	53500	0.445
EILLRT	6	27	54	28	19	25200	36400	0.5185
EILW	4	93	229	50	46	25200	71600	0.2183
GINORST	7	30	65	25	24	25200	72000	0.3846
ARSW	4	134	268	123	85	25200	58000	0.459
AEINNT	6	56	121	16	12	25200	147000	0.1322
EIOPSST	7	33	75	12	6	25200	113400	0.16
EINORS	6	179	387	12	27	25200	525000	0.03101
AGL	3	498	996	406	380	25200	59000	0.4076
EOPRSST	7	25	59	18	24	25200	73800	0.3051
EILRSV	6	32	81	22	23	25200	82600	0.2716
EGINNST	7	21	44	14	11	25200	54000	0.3182
ADEELST	7	33	66	28	24	25200	68400	0.4242
AEILRSS	7	46	102	13	12	25200	160200	0.1275
AEIMSS	6	41	85	17	12	25200	95200	0.2
EHLO	4	132	264	69	74	25200	78000	0.2614
HORS	4	151	302	79	66	25200	89200	0.2616
AELLSTT	7	26	52	24	8	25200	50400	0.4615
EIPSST	6	44	93	18	27	25200	105000	0.1935
EHOORST	7	20	46	12	15	25200	61200	0.2609
EEGRST	6	41	93	14	11	25200	110600	0.1505
IORSST	6	67	153	12	14	25200	197400	0.07843
AEELRSS	7	32	71	31	22	25200	72000	0.4366
BERSTU	6	36	85	18	23	25200	93800	0.2118
EFILRS	6	23	57	15	20	25200	58800	0.2632
DDEI	4	309	618	69	46	25200	219600	0.1117
ASW	3	510	1020	481	384	25100	53900	0.4716
ASY	3	449	1145	180	164	24900	96500	0.1572
ORSU	4	156	312	172	118	24800	56000	0.5513
AGIRS	5	88	196	30	17	24800	132800	0.1531
BENOS	5	38	76	31	32	24800	36000	0.4079
CNORS	5	84	185	41	76	24800	115200	0.2216
AAMS	4	217	523	47	41	24800	190400	0.08987
AIPRS	5	57	114	31	33	24800	66400	0.2719
ADELW	5	40	99	21	23	24800	62400	0.2121
DEISW	5	41	88	38	32	24800	40000	0.4318
EIKST	5	56	124	50	50	24800	59200	0.4032
BEEST	5	71	149	36	43	24800	90400	0.2416
ELOSW	5	50	127	42	29	24800	68000	0.3307
EERRS	5	134	268	33	36	24800	188000	0.1231
DEELS	5	97	211	36	30	24800	140000	0.1706
OOPRS	5	61	143	30	25	24800	90400	0.2098
DES	3	1364	2728	257	187	24700	247100	0.09421
ATT	3	429	858	340	316	24600	51800	0.3963
AENV	4	81	224	51	52	24400	69200	0.2277
RSTU	4	230	460	193	147	24400	106800	0.4196
IMSS	4	106	250	54	61	24400	78400	0.216
EENR	4	253	506	61	82	24400	178000	0.1206
ADOR	4	256	512	63	50	24400	179600	0.123
ADEW	4	144	321	46	45	24400	110000	0.1433
EIRW	4	98	196	63	58	24400	53200	0.3214
ELP	3	617	1234	317	260	24300	91700	0.2569
OSU	3	449	898	441	333	24100	45700	0.4911
CENOR	5	117	245	28	37	24000	173600	0.1143
DNRU	4	128	285	57	41	24000	91200	0.2
ELSS	4	155	310	62	61	24000	99200	0.2
AEPRV	5	32	85	25	30	24000	48000	0.2941
DEINW	5	40	98	27	27	24000	56800	0.2755
ABESS	5	62	130	61	52	24000	55200	0.4692
AGHS	4	108	260	78	73	24000	72800	0.3
AHIL	4	129	258	64	74	24000	77600	0.2481
ALLST	5	79	158	84	73	24000	59200	0.5316
BEER	4	123	286	122	103	24000	65600	0.4266
ABOT	4	105	210	74	70	24000	54400	0.3524
DORST	5	97	194	42	56	24000	121600	0.2165
ADENW	5	57	138	35	19	24000	82400	0.2536
DEO	3	858	1716	276	261	24000	144000	0.1608
CEEHR	5	55	130	29	37	24000	80800	0.2231
BILST	5	82	220	16	20	24000	163200	0.07273
ADINR	5	302	664	21	42	24000	514400	0.03163
AMP	3	301	771	323	244	23900	44800	0.4189
AEEMNS	6	57	146	9	17	23800	191800	0.06164
ELORSU	6	36	74	30	35	23800	61600	0.4054
AEGMRS	6	20	45	13	19	23800	44800	0.2889
EILMRS	6	40	84	31	37	23800	74200	0.369
EIMSST	6	40	86	17	19	23800	96600	0.1977
EGIMNR	6	20	45	19	15	23800	36400	0.4222
BEN	3	445	890	282	217	23800	60800	0.3169
ABDORS	6	39	94	13	16	23800	113400	0.1383
AENRTT	6	45	90	23	21	23800	93800	0.2556
DEEIRS	6	67	144	19	15	23800	175000	0.1319
EINORT	6	64	133	15	10	23800	165200	0.1128
EGILNR	6	33	68	22	16	23800	64400	0.3235
EILSTT	6	41	91	14	5	23800	107800	0.1538
ADEELS	6	27	54	25	25	23800	40600	0.463
DEGIRS	6	37	95	9	17	23800	120400	0.09474
EILNSV	6	33	76	14	4	23800	86800	0.1842
ENOPRS	6	38	78	16	16	23800	86800	0.2051
ABELTT	6	35	87	11	18	23800	106400	0.1264
DEIORS	6	85	181	17	9	23800	229600	0.09392
ADEHSS	6	25	56	16	14	23800	56000	0.2857
BIN	3	389	778	301	272	23700	47700	0.3869
ACMR	4	199	398	73	87	23600	130000	0.1834
ACEH	4	202	404	105	79	23600	119600	0.2599
ADH	3	614	1228	274	258	23600	95400	0.2231
EMS	3	758	1516	247	212	23500	126900	0.1629
DEENRST	7	22	46	13	15	23400	59400	0.2826
AGINORT	7	29	58	15	11	23400	77400	0.2586
AEELRRT	7	45	97	14	15	23400	149400	0.1443
AENORST	7	43	88	11	12	23400	138600	0.125
EGILNST	7	25	60	10	11	23400	90000	0.1667
ADELNRS	7	26	57	19	25	23400	68400	0.3333
EEINRRT	7	50	115	10	4	23400	189000	0.08696
ABELRST	7	30	70	8	10	23400	111600	0.1143
AHSY	4	102	289	45	53	23200	97600	0.1557
DOSS	4	98	224	43	40	23200	72400	0.192
AKRST	5	73	190	18	28	23200	137600	0.09474
AENSW	5	56	123	27	39	23200	76800	0.2195
OPSTU	5	41	94	36	35	23200	46400	0.383
ELPSU	5	46	131	27	31	23200	83200	0.2061
AELNP	5	64	141	29	38	23200	89600	0.2057
ABEM	4	96	229	52	40	23200	70800	0.2271
ELMOS	5	68	136	75	64	23200	48800	0.5515
MOO	3	296	592	238	223	23200	35400	0.402
AERY	4	245	547	46	78	23200	200400	0.0841
ACDI	4	221	509	45	53	23200	185600	0.08841
LOP	3	421	842	409	364	23100	43300	0.4857
GOT	3	501	1002	375	299	23100	62700	0.3743
HOP	3	329	851	203	179	23100	64800	0.2385
EFN	3	494	988	251	222	22900	73700	0.254
ELMO	4	131	262	139	125	22800	49200	0.5305
ACHS	4	120	240	105	105	22800	54000	0.4375
AGRT	4	128	256	85	92	22800	68400	0.332
EGIS	4	151	302	57	16	22800	98000	0.1887
CDO	3	439	878	335	267	22700	54300	0.3815
BNO	3	356	712	279	262	22700	43300	0.3919
ACM	3	449	898	401	346	22500	49700	0.4465
HINST	5	71	142	40	52	22400	81600	0.2817
ENPST	5	84	168	64	81	22400	83200	0.381
EGNORS	6	35	77	14	14	22400	88200	0.1818
AEFLRS	6	48	107	15	15	22400	128800	0.1402
EILPRS	6	35	73	18	24	22400	77000	0.2466
CENOT	5	70	151	26	19	22400	100000	0.1722
EINSV	5	62	137	21	35	22400	92800	0.1533
LOSW	4	100	257	58	67	22400	79600	0.2257
ADLS	4	167	334	78	69	22400	102400	0.2335
AEINPT	6	40	82	24	14	22400	81200	0.2927
ADDEL	5	74	184	21	25	22400	130400	0.1141
EIOPSS	6	24	50	20	14	22400	42000	0.4
EEKST	5	56	155	19	26	22400	108800	0.1226
EGHIN	5	47	98	25	35	22400	58400	0.2551
ANNO	4	364	943	31	35	22400	364800	0.03287
ABEIRT	6	51	115	12	22	22400	144200	0.1043
CEINRS	6	47	94	18	21	22400	106400	0.1915
GILNS	5	72	144	64	80	22400	64000	0.4444
ADDEER	6	34	74	16	22	22400	81200	0.2162
ELPST	5	66	145	28	33	22400	93600	0.1931
ACHRST	6	29	60	14	21	22400	64400	0.2333
CENST	5	103	206	46	69	22400	128000	0.2233
CDEER	5	74	158	25	24	22400	106400	0.1582
EIRRTT	6	50	102	16	25	22400	120400	0.1569
HISST	5	96	210	36	55	22400	139200	0.1714
ADENRT	6	44	91	16	19	22400	105000	0.1758
DEISST	6	61	134	13	10	22400	169400	0.09701
EHINRS	6	46	111	12	23	22400	138600	0.1081
ACDERS	6	57	122	12	18	22400	154000	0.09836
ACH	3	463	926	430	408	22400	49600	0.4644
DOPRS	5	51	140	17	20	22400	98400	0.1214
DEPRU	5	51	143	19	26	22400	99200	0.1329
EMOP	4	89	214	64	64	22400	60000	0.2991
ACEORT	6	39	78	20	18	22400	81200	0.2564
INPSS	5	89	178	32	46	22400	116800	0.1798
DELMO	5	47	109	34	30	22400	60000	0.3119
AEPTT	5	36	72	28	25	22400	35200	0.3889
EINNST	6	96	227	15	28	22400	296800	0.06608
ACLST	5	109	244	37	44	22400	165600	0.1516
ACDEIR	6	41	87	16	10	22400	99400	0.1839
DELOOT	6	21	48	22	17	22400	36400	0.4583
ALMOR	5	62	135	34	23	22400	80800	0.2519
DIM	3	468	936	359	357	22300	57700	0.3835
AIM	3	624	1248	385	243	22100	86300	0.3085
ABOR	4	131	262	105	85	22000	62800	0.4008
AEGP	4	67	166	57	60	22000	43600	0.3434
ALSS	4	106	212	71	68	22000	56400	0.3349
OOP	3	267	534	225	203	21900	30900	0.4213
AOP	3	583	1502	139	113	21700	136300	0.09254
AEM	3	778	1556	275	217	21700	128100	0.1767
ATTW	4	89	209	34	41	21600	70000	0.1627
OSST	4	129	258	68	57	21600	76000	0.2636
AGMR	4	162	324	64	88	21600	104000	0.1975
EKST	4	168	460	56	45	21600	161600	0.1217
AGINPRS	7	24	54	19	19	21600	63000	0.3519
ALMOS	5	51	111	39	15	21600	57600	0.3514
DEEP	4	143	286	70	74	21600	86400	0.2448
ADEGILN	7	17	40	9	9	21600	55800	0.225
EENRSST	7	48	106	8	21	21600	176400	0.07547
DEESS	5	54	117	23	24	21600	75200	0.1966
AEINRRT	7	53	108	20	28	21600	158400	0.1852
CENORST	7	44	97	7	9	21600	162000	0.07216
ERSTY	5	160	439	20	34	21600	335200	0.04556
AALRT	5	221	538	17	8	21600	416800	0.0316
EINOSTT	7	38	78	12	7	21600	118800	0.1538
DEP	3	611	1222	266	207	21600	95600	0.2177
ABINR	5	50	116	22	25	21600	75200	0.1897
ADRSW	5	61	149	28	38	21600	96800	0.1879
PSU	3	277	726	167	166	21300	55900	0.23
ILLT	4	66	132	55	53	21200	30800	0.4167
MNOS	4	151	302	77	77	21200	90000	0.255
ELSU	4	241	597	39	27	21200	223200	0.06533
FIR	3	450	900	312	290	21200	58800	0.3467
EMORSS	6	17	36	13	16	21000	32200	0.3611
EIOPST	6	40	84	12	7	21000	100800	0.1429
ACEMRS	6	35	81	12	25	21000	96600	0.1481
CEHIST	6	43	93	16	15	21000	107800	0.172
EEHRST	6	55	116	21	21	21000	133000	0.181
EEHRSS	6	25	54	15	12	21000	54600	0.2778
ADEFRT	6	26	58	17	21	21000	57400	0.2931
GINOST	6	67	156	12	5	21000	201600	0.07692
GILNOS	6	32	69	25	17	21000	61600	0.3623
ADEIPR	6	43	95	11	12	21000	117600	0.1158
ALNOST	6	65	147	12	11	21000	189000	0.08163
AERSSW	6	28	68	15	16	21000	74200	0.2206
ABINRS	6	20	45	13	11	21000	44800	0.2889
ACESST	6	23	49	12	12	21000	51800	0.2449
DEORSW	6	33	74	22	12	21000	72800	0.2973
AGILRS	6	20	50	9	8	21000	57400	0.18
EILOPS	6	29	65	12	2	21000	74200	0.1846
DENSU	5	68	136	34	51	20800	81600	0.25
ANPSS	5	70	140	34	46	20800	84800	0.2429
EEKRS	5	50	121	25	26	20800	76800	0.2066
AEHPS	5	33	71	27	29	20800	35200	0.3803
LNOO	4	106	212	62	58	20800	60000	0.2925
EIPRT	5	124	286	19	36	20800	213600	0.06643
AEEMS	5	63	126	38	54	20800	70400	0.3016
ENSY	4	225	681	28	39	20800	261200	0.04112
ADEKR	5	28	71	27	16	20800	35200	0.3803
DOPR	4	137	320	46	47	20800	109600	0.1437
GOS	3	509	1018	285	232	20500	73300	0.28
CNOR	4	117	234	79	104	20400	62000	0.3376
ERTW	4	295	590	55	58	20400	214000	0.09322
EGO	3	349	990	117	65	20200	87300	0.1182
ARSTY	5	73	194	31	39	20000	130400	0.1598
AILSW	5	52	117	38	32	20000	63200	0.3248
EENSV	5	41	107	18	14	20000	71200	0.1682
EESTW	5	68	171	17	40	20000	123200	0.09942
ACEP	4	107	214	136	134	20000	31200	0.6355
BELST	5	106	229	25	23	20000	163200	0.1092
ADSW	4	92	221	62	57	20000	63600	0.2805
EERW	4	125	268	99	76	20000	67600	0.3694
ABORS	5	46	92	41	31	20000	40800	0.4457
IKS	3	244	635	200	136	19900	43500	0.315
EENRRST	7	27	58	12	18	19800	82800	0.2069
AEPRRSS	7	11	28	6	7	19800	39600	0.2143
EGINRST	7	32	64	29	29	19800	63000	0.4531
AEEHRST	7	28	62	9	20	19800	95400	0.1452
AEINSTW	7	22	53	8	1	19800	81000	0.1509
EIOORST	7	41	103	15	4	19800	158400	0.1456
AEPRSTT	7	13	30	17	15	19800	23400	0.5667
GINOSTU	7	9	23	9	9	19800	25200	0.3913
ADEELRS	7	25	54	16	18	19800	68400	0.2963
EORRSTU	7	23	56	16	22	19800	72000	0.2857
AEILLST	7	17	38	8	8	19800	54000	0.2105
ACGINRS	7	17	41	9	13	19800	57600	0.2195
DHO	3	526	1052	241	217	19700	81100	0.2291
ENW	3	458	916	267	252	19700	64900	0.2915
DEHIST	6	37	79	22	21	19600	79800	0.2785
DMO	3	387	774	304	299	19600	47000	0.3928
ENORTT	6	43	86	14	17	19600	100800	0.1628
AEMNST	6	53	119	13	15	19600	148400	0.1092
ADEMNS	6	31	72	8	12	19600	89600	0.1111
AINPST	6	35	74	16	12	19600	81200	0.2162
CEENRT	6	62	133	46	47	19600	121800	0.3459
ACGINR	6	28	64	15	22	19600	68600	0.2344
ADEHLS	6	32	69	20	25	19600	68600	0.2899
ADEEMN	6	35	80	14	16	19600	92400	0.175
CGINOS	6	24	58	9	4	19600	68600	0.1552
AEENRR	6	48	103	18	20	19600	119000	0.1748
ADEINT	6	35	70	16	6	19600	75600	0.2286
CEORSU	6	46	104	16	29	19600	123200	0.1538
EHIORS	6	38	76	16	12	19600	84000	0.2105
APSY	4	88	225	35	41	19600	76000	0.1556
DEEORS	6	55	119	11	13	19600	151200	0.09244
DSTU	4	117	234	53	56	19600	72400	0.2265
DEOP	4	94	188	51	58	19600	54800	0.2713
DEGNRU	6	12	34	11	10	19600	32200	0.3235
HMO	3	266	716	99	76	19400	61700	0.1383
BEST	4	189	378	162	134	19200	86400	0.4286
AISST	5	206	457	20	13	19200	349600	0.04376
NOTW	4	84	198	45	46	19200	61200	0.2273
EOPSS	5	51	103	49	58	19200	43200	0.4757
AERTV	5	67	158	22	34	19200	108800	0.1392
AIMNR	5	88	176	26	24	19200	120000	0.1477
CILO	4	86	172	52	50	19200	48000	0.3023
AIMNT	5	116	232	34	44	19200	158400	0.1466
ADOSS	5	84	192	16	12	19200	140800	0.08333
NOSTW	5	51	130	19	27	19200	88800	0.1462
DINST	5	43	86	34	30	19200	41600	0.3953
ACPRS	5	61	139	32	52	19200	85600	0.2302
ADIM	4	140	280	60	57	19200	88000	0.2143
AIMSS	5	74	182	16	17	19200	132800	0.08791
ABDRS	5	55	121	28	32	19200	74400	0.2314
EORTV	5	56	122	29	40	19200	74400	0.2377
GOR	3	338	676	196	172	19000	48000	0.2899
ARSY	4	102	234	39	31	18800	78000	0.1667
AHHS	4	105	268	36	32	18800	92800	0.1343
ABHT	4	77	181	35	45	18800	58400	0.1934
ALMU	4	78	192	31	12	18800	64400	0.1615
NOOP	4	106	212	75	73	18800	54800	0.3538
EPRU	4	87	174	55	52	18800	47600	0.3161
ACP	3	362	724	377	300	18500	34700	0.5207
ADP	3	390	780	313	232	18500	46700	0.4013
ELSY	4	170	445	28	44	18400	166800	0.06292
ELOSU	5	52	104	25	29	18400	63200	0.2404
EHOSS	5	44	88	39	39	18400	39200	0.4432
ABIT	4	81	162	54	44	18400	43200	0.3333
BEERS	5	62	139	66	59	18400	58400	0.4748
HISTW	5	62	154	27	26	18400	101600	0.1753
DEINP	5	44	88	23	21	18400	52000	0.2614
ACNOR	5	116	294	16	4	18400	222400	0.05442
BELOS	5	35	70	33	29	18400	29600	0.4714
IKNT	4	108	216	46	49	18400	68000	0.213
EFIRR	5	48	103	21	25	18400	65600	0.2039
AABLS	5	69	184	11	7	18400	138400	0.05978
HOSST	5	37	81	27	35	18400	43200	0.3333
EELSV	5	35	80	21	21	18400	47200	0.2625
AELPRT	6	34	68	31	31	18200	51800	0.4559
ACRSST	6	28	56	17	13	18200	54600	0.3036
ADDENS	6	28	64	11	8	18200	74200	0.1719
EILMSS	6	22	48	13	18	18200	49000	0.2708
EILORS	6	34	69	15	15	18200	75600	0.2174
EOPRRT	6	29	67	13	13	18200	75600	0.194
AEHMRS	6	20	47	8	15	18200	54600	0.1702
ACNORT	6	50	110	10	20	18200	140000	0.09091
AACRST	6	36	72	15	19	18200	79800	0.2083
DELORS	6	62	132	10	9	18200	170800	0.07576
AEGRRS	6	32	68	14	19	18200	75600	0.2059
ACEINN	6	24	56	10	5	18200	64400	0.1786
AEILSS	6	62	133	10	4	18200	172200	0.07519
DEMORS	6	28	60	10	12	18200	70000	0.1667
AEHIRS	6	61	132	20	12	18200	156800	0.1515
EELSTT	6	40	80	13	13	18200	93800	0.1625
EORSSW	6	17	40	13	12	18200	37800	0.325
ACNORS	6	47	117	9	2	18200	151200	0.07692
AEGMNS	6	22	47	15	16	18200	44800	0.3191
CENORT	6	37	74	13	12	18200	85400	0.1757
EPRSSU	6	21	49	11	11	18200	53200	0.2245
AEILNT	6	87	186	12	17	18200	243600	0.06452
AEGSST	6	22	44	13	14	18200	43400	0.2955
ACENST	6	83	194	13	18	18200	253400	0.06701
EELRST	6	35	70	13	4	18200	79800	0.1857
EEMORT	6	43	93	18	16	18200	105000	0.1935
AEERRST	7	23	48	13	13	18000	63000	0.2708
BELO	4	87	174	81	73	18000	37200	0.4655
EEGILNS	7	21	49	7	7	18000	75600	0.1429
DNOU	4	125	290	33	23	18000	102800	0.1138
AEIRSST	7	86	178	12	10	18000	298800	0.06742
AEIMRST	7	60	136	8	16	18000	230400	0.05882
DEIORST	7	62	144	13	9	18000	235800	0.09028
AEPRSST	7	21	44	11	8	18000	59400	0.25
DEIOPST	7	22	58	6	0	18000	93600	0.1034
DEORSTU	7	20	47	8	10	18000	70200	0.1702
HOOT	4	84	168	45	48	18000	49200	0.2679
BRSU	4	90	231	36	39	18000	78000	0.1558
AEMRSTT	7	16	32	16	16	18000	28800	0.5
AEHPRSS	7	17	41	6	8	18000	63000	0.1463
AGINSTT	7	16	32	16	17	18000	28800	0.5
CEER	4	85	170	65	56	18000	42000	0.3824
EIKNRST	7	11	25	9	7	18000	28800	0.36
EIPRSST	7	48	118	5	8	18000	203400	0.04237
AEGIMNR	7	18	38	10	4	18000	50400	0.2632
DEELNRS	7	19	38	16	13	18000	39600	0.4211
ADRW	4	138	276	65	82	18000	84400	0.2355
AFT	3	291	582	316	191	17800	26600	0.543
DELOW	5	39	91	20	18	17600	56800	0.2198
AGPS	4	79	204	42	52	17600	64800	0.2059
AEGNS	5	71	142	22	17	17600	96000	0.1549
AEGSS	5	45	90	42	36	17600	38400	0.4667
AMORT	5	59	118	24	7	17600	75200	0.2034
ACERV	5	34	85	32	40	17600	42400	0.3765
LOSTU	5	46	100	21	17	17600	63200	0.21
AIKN	4	110	351	14	17	17600	134800	0.03989
HNOS	4	123	246	62	43	17600	73600	0.252
DELT	4	178	356	52	39	17600	121600	0.1461
ABCS	4	95	228	44	34	17200	73600	0.193
GHIN	4	77	154	51	53	17200	41200	0.3312
BELS	4	191	382	43	30	17200	135600	0.1126
AFIN	4	67	134	43	30	17200	36400	0.3209
ADEF	4	79	158	45	48	17200	45200	0.2848
DEIP	4	95	190	43	24	17200	58800	0.2263
ASTV	4	111	253	77	62	17200	70400	0.3043
LMOO	4	78	156	69	66	17200	34800	0.4423
AMSW	4	72	170	36	38	17200	53600	0.2118
AMO	3	443	886	195	181	17100	69100	0.2201
DORSW	5	43	104	18	21	16800	68800	0.1731
EPRSTU	6	24	51	11	8	16800	56000	0.2157
EGINRR	6	31	64	13	14	16800	71400	0.2031
LSTU	4	95	190	72	55	16800	47200	0.3789
DEORSU	6	23	49	23	15	16800	36400	0.4694
EFILRT	6	26	59	14	17	16800	63000	0.2373
