word	k	n	len	missesAfterLastFind	pts	forgone
SADISM	1.0	18	6	8	1400	11200
SOUCED	1.0	9	6	8	1400	11200
MERGES	1.0	19	6	8	1400	11200
DEFIER	2.0	31	6	8	1400	11200
RIFLER	1.0	22	6	8	1400	11200
RIEVES	1.0	23	6	8	1400	11200
RIEVE	1.0	44	5	14	800	11200
METHO	1.0	77	5	14	800	11200
PANGEN	1.0	11	6	8	1400	11200
BETELS	1.0	20	6	8	1400	11200
GONADS	2.0	15	6	8	1400	11200
DASHY	2.0	28	5	14	800	11200
RECHIE	1.0	28	6	8	1400	11200
NODUS	1.0	45	5	14	800	11200
WHOOT	2.0	18	5	14	800	11200
NURLED	1.0	16	6	8	1400	11200
KININS	2.0	12	6	8	1400	11200
PARLY	1.0	18	5	14	800	11200
BASILS	1.0	14	6	8	1400	11200
CIVETS	1.0	10	6	8	1400	11200
PROULS	1.0	10	6	8	1400	11200
HERPES	2.0	25	6	8	1400	11200
WHOLES	2.0	12	6	8	1400	11200
POURER	1.0	9	6	8	1400	11200
UNITED	1.0	69	6	8	1400	11200
PARCEL	2.0	18	6	8	1400	11200
RUBINS	1.0	13	6	8	1400	11200
TIMID	1.0	34	5	14	800	11200
PRAWLE	1.0	10	6	8	1400	11200
SPARD	1.0	79	5	14	800	11200
ROWAN	2.0	45	5	14	800	11200
PROPER	1.0	15	6	8	1400	11200
POTION	2.0	20	6	8	1400	11200
CIMIER	1.0	11	6	8	1400	11200
RANDON	1.0	28	6	8	1400	11200
ARGON	1.0	97	5	14	800	11200
BURNED	2.0	13	6	8	1400	11200
FROSTS	2.0	17	6	8	1400	11200
WARMEN	2.0	24	6	8	1400	11200
WHIRLS	1.0	9	6	8	1400	11200
REVOTE	2.0	22	6	8	1400	11200
BURIER	1.0	13	6	8	1400	11200
FREEST	1.0	50	6	8	1400	11200
ARRAY	1.0	23	5	14	800	11200
PINEAL	1.0	48	6	8	1400	11200
MUNTED	2.0	17	6	8	1400	11200
LIGATE	1.0	41	6	8	1400	11200
BOSUN	1.0	23	5	14	800	11200
MILIA	1.0	51	5	14	800	11200
CENOTE	2.0	60	6	8	1400	11200
LISPS	2.0	35	5	14	800	11200
LUNGIE	1.0	9	6	8	1400	11200
MURALS	2.0	14	6	8	1400	11200
OPTING	2.0	14	6	8	1400	11200
REWORN	1.0	9	6	8	1400	11200
WINEY	1.0	22	5	14	800	11200
TAMPON	1.0	14	6	8	1400	11200
LOMENT	1.0	32	6	8	1400	11200
HOSTEL	1.0	70	6	8	1400	11200
RESHES	2.0	81	6	8	1400	11200
CARMAN	1.0	16	6	8	1400	11200
PHONON	1.0	9	6	8	1400	11200
MORAYS	1.0	11	6	8	1400	11200
LOAFER	1.0	19	6	8	1400	11200
HORME	2.0	74	5	14	800	11200
PHEERS	1.0	34	6	8	1400	11200
RAPIDS	2.0	21	6	8	1400	11200
ARRIVE	1.0	10	6	8	1400	11200
LEMANS	2.0	55	6	8	1400	11200
SMOILE	1.0	38	6	8	1400	11200
HONEY	1.0	41	5	14	800	11200
MUSING	1.0	10	6	8	1400	11200
TUMID	1.0	18	5	14	800	11200
DUCATS	1.0	15	6	8	1400	11200
BANDA	2.0	37	5	14	800	11200
CHICER	1.0	17	6	8	1400	11200
DEVONS	1.0	9	6	8	1400	11200
WEFTE	1.0	19	5	14	800	11200
GERMAN	1.0	22	6	8	1400	11200
RAYING	1.0	10	6	8	1400	11200
WHAPS	1.0	15	5	14	800	11200
PUSLES	1.0	11	6	8	1400	11200
EGRETS	1.0	85	6	8	1400	11200
FAIRY	1.0	15	5	14	800	11200
BRACER	2.0	16	6	8	1400	11200
GNAWED	1.0	12	6	8	1400	11200
VOLTES	1.0	17	6	8	1400	11200
FOAMED	1.0	10	6	8	1400	11200
LAYINS	2.0	13	6	8	1400	11200
INKERS	2.0	21	6	8	1400	11200
TUPLE	2.0	19	5	14	800	11200
IDIOTS	1.0	25	6	8	1400	11200
RUPEES	2.0	14	6	8	1400	11200
ARGAND	1.0	16	6	8	1400	11200
LEAFED	2.0	12	6	8	1400	11200
PANDA	1.0	24	5	14	800	11200
HOLMS	1.0	26	5	14	800	11200
ARCHON	1.0	24	6	8	1400	11200
SEETHING	1.0	8	7	5	2200	11000
SCANTLED	1.0	9	7	5	2200	11000
REAGENTS	1.0	10	7	5	2200	11000
ENSNARES	1.0	10	7	5	2200	11000
PSALTERS	2.0	14	7	5	2200	11000
HORSIEST	2.0	19	7	5	2200	11000
SLOTHING	1.0	6	7	5	2200	11000
SHORTIES	2.0	13	7	5	2200	11000
HEARTIES	2.0	23	7	5	2200	11000
REALTERS	1.0	16	7	5	2200	11000
REBATERS	1.0	7	7	5	2200	11000
SHORTENS	2.0	13	7	5	2200	11000
FEASTERS	1.0	6	7	5	2200	11000
REPOSITS	1.0	13	7	5	2200	11000
SNEERING	1.0	6	7	5	2200	11000
RESISTOR	1.0	14	7	5	2200	11000
REPRINTS	1.0	6	7	5	2200	11000
STREAMER	1.0	14	7	5	2200	11000
PANTILES	1.0	8	7	5	2200	11000
LEADIEST	1.0	15	7	5	2200	11000
TILLERED	1.0	7	7	5	2200	11000
PEDALERS	1.0	6	7	5	2200	11000
TINGLERS	1.0	11	7	5	2200	11000
CENTARES	1.0	18	7	5	2200	11000
LINTIEST	1.0	14	7	5	2200	11000
RETCHING	2.0	8	7	5	2200	11000
GOATIEST	1.0	7	7	5	2200	11000
MARDIEST	1.0	14	7	5	2200	11000
CORSETED	1.0	7	7	5	2200	11000
MENTORED	1.0	6	7	5	2200	11000
TEACHERS	1.0	10	7	5	2200	11000
RETAPING	1.0	8	7	5	2200	11000
STELLION	1.0	8	7	5	2200	11000
TAUNTERS	2.0	11	7	5	2200	11000
UNSTATES	2.0	13	7	5	2200	11000
MOLESTER	2.0	10	7	5	2200	11000
AMATIONS	1.0	8	7	5	2200	11000
MONSTERS	1.0	9	7	5	2200	11000
TERNIONS	1.0	9	7	5	2200	11000
CARESSER	1.0	7	7	5	2200	11000
PREDATES	1.0	13	7	5	2200	11000
GENTRIES	1.0	10	7	5	2200	11000
TAPERERS	1.0	11	7	5	2200	11000
NASTIEST	1.0	27	7	5	2200	11000
ROTATION	1.0	9	7	5	2200	11000
FALSING	1.0	7	7	6	1800	10800
OOMS	1.0	120	4	27	400	10800
BRISTLE	2.0	9	7	6	1800	10800
FALSERS	2.0	10	7	6	1800	10800
MARLITE	1.0	22	7	6	1800	10800
DASHING	1.0	10	7	6	1800	10800
MARCHED	1.0	7	7	6	1800	10800
MARBLES	2.0	10	7	6	1800	10800
FOTHERS	1.0	10	7	6	1800	10800
MALM	1.0	57	4	27	400	10800
SKATERS	2.0	10	7	6	1800	10800
EARLIER	1.0	25	7	6	1800	10800
HONGIES	1.0	9	7	6	1800	10800
VOID	2.0	48	4	27	400	10800
TAWIEST	1.0	11	7	6	1800	10800
MULLENS	1.0	8	7	6	1800	10800
GINNIER	1.0	15	7	6	1800	10800
ARGENTS	1.0	24	7	6	1800	10800
SHADING	1.0	10	7	6	1800	10800
RANDONS	1.0	14	7	6	1800	10800
TALLOTS	1.0	14	7	6	1800	10800
BRANNED	1.0	8	7	6	1800	10800
BLASHES	2.0	8	7	6	1800	10800
HOARIER	1.0	22	7	6	1800	10800
SIGNORE	2.0	28	7	6	1800	10800
YOLD	2.0	50	4	27	400	10800
BAILIES	2.0	10	7	6	1800	10800
REFINED	2.0	13	7	6	1800	10800
OVERSEA	2.0	15	7	6	1800	10800
TORUSES	2.0	21	7	6	1800	10800
BARONET	1.0	20	7	6	1800	10800
RECUSED	1.0	7	7	6	1800	10800
BATONED	1.0	11	7	6	1800	10800
TOOTHED	2.0	8	7	6	1800	10800
TOLANES	2.0	70	7	6	1800	10800
MOONIES	2.0	13	7	6	1800	10800
TIRAGES	1.0	42	7	6	1800	10800
PANTHER	1.0	7	7	6	1800	10800
SINDING	1.0	11	7	6	1800	10800
MOYL	2.0	33	4	27	400	10800
PANTINE	1.0	14	7	6	1800	10800
MEANING	2.0	11	7	6	1800	10800
PARCELS	1.0	8	7	6	1800	10800
TILLAGE	1.0	8	7	6	1800	10800
PARLING	2.0	12	7	6	1800	10800
HERDERS	2.0	15	7	6	1800	10800
DRIVELS	1.0	7	7	6	1800	10800
BLAB	1.0	38	4	27	400	10800
PARTITE	1.0	16	7	6	1800	10800
EDGIEST	2.0	15	7	6	1800	10800
MOURNED	1.0	9	7	6	1800	10800
RIDDLES	1.0	9	7	6	1800	10800
TERSION	2.0	75	7	6	1800	10800
RANDOMS	1.0	12	7	6	1800	10800
SYCE	1.0	70	4	27	400	10800
CANDORS	1.0	7	7	6	1800	10800
UNCARED	1.0	12	7	6	1800	10800
SAMPLED	1.0	7	7	6	1800	10800
UNCARTS	1.0	10	7	6	1800	10800
REMATCH	2.0	11	7	6	1800	10800
GOTCHES	2.0	10	7	6	1800	10800
DERIVES	1.0	14	7	6	1800	10800
CLIENTS	1.0	18	7	6	1800	10800
LADINGS	2.0	13	7	6	1800	10800
DERIDER	1.0	18	7	6	1800	10800
STAUNCH	1.0	7	7	6	1800	10800
COARSEN	2.0	32	7	6	1800	10800
COLLINS	1.0	7	7	6	1800	10800
INTINES	1.0	48	7	6	1800	10800
SNIDING	1.0	7	7	6	1800	10800
SPIRITS	1.0	10	7	6	1800	10800
AETHERS	1.0	57	7	6	1800	10800
CRAFTED	1.0	7	7	6	1800	10800
CROTTLE	1.0	7	7	6	1800	10800
SNOWIER	1.0	11	7	6	1800	10800
NIDATED	1.0	20	7	6	1800	10800
IRID	1.0	214	4	27	400	10800
WEARIED	1.0	14	7	6	1800	10800
PROSING	2.0	12	7	6	1800	10800
DEMEANS	1.0	11	7	6	1800	10800
PRECODE	1.0	7	7	6	1800	10800
DEFILES	1.0	12	7	6	1800	10800
SPAINED	2.0	15	7	6	1800	10800
PRESIDE	1.0	15	7	6	1800	10800
KESH	2.0	76	4	27	400	10800
DANDLES	1.0	13	7	6	1800	10800
MUSTIER	2.0	13	7	6	1800	10800
WHINGER	1.0	8	7	6	1800	10800
CAUTION	1.0	10	7	6	1800	10800
YEANING	1.0	10	7	6	1800	10800
REWIDEN	1.0	13	7	6	1800	10800
CASTORY	1.0	9	7	6	1800	10800
RIPENER	2.0	10	7	6	1800	10800
ANTICAL	1.0	20	7	6	1800	10800
SUTTLED	1.0	7	7	6	1800	10800
DISNEST	1.0	53	7	6	1800	10800
SMASHER	1.0	9	7	6	1800	10800
REVOTES	1.0	14	7	6	1800	10800
SURLIER	1.0	7	7	6	1800	10800
DINGOES	1.0	9	7	6	1800	10800
HURTERS	1.0	12	7	6	1800	10800
PILSNER	1.0	8	7	6	1800	10800
ORRISES	1.0	20	7	6	1800	10800
SCARRES	1.0	13	7	6	1800	10800
CHANTOR	1.0	12	7	6	1800	10800
RETRIES	2.0	72	7	6	1800	10800
RESIGHT	1.0	17	7	6	1800	10800
LEASHES	2.0	20	7	6	1800	10800
WHITEST	1.0	16	7	6	1800	10800
CHALICE	1.0	7	7	6	1800	10800
SMOG	1.0	74	4	27	400	10800
ILK	1.0	124	3	108	100	10800
YODH	1.0	44	4	26	400	10400
GULAS	2.0	37	5	13	800	10400
VOLTA	1.0	22	5	13	800	10400
ARGLE	1.0	80	5	13	800	10400
NEMNS	1.0	57	5	13	800	10400
RIMUS	1.0	43	5	13	800	10400
AUGHT	1.0	15	5	13	800	10400
ARMIL	1.0	77	5	13	800	10400
NYING	1.0	24	5	13	800	10400
ARMOR	1.0	69	5	13	800	10400
NAANS	1.0	47	5	13	800	10400
FAAS	2.0	66	4	26	400	10400
ALLOY	2.0	28	5	13	800	10400
EVILS	1.0	51	5	13	800	10400
AYU	1.0	121	3	104	100	10400
BULSE	1.0	32	5	13	800	10400
WEYS	1.0	41	4	26	400	10400
HOYLE	2.0	25	5	13	800	10400
HASHY	1.0	17	5	13	800	10400
GLEED	1.0	40	5	13	800	10400
LOGAN	2.0	62	5	13	800	10400
LOTIC	1.0	90	5	13	800	10400
GLUTS	1.0	36	5	13	800	10400
DIVOS	1.0	16	5	13	800	10400
HOOTY	2.0	21	5	13	800	10400
FOSSA	1.0	21	5	13	800	10400
GILDS	2.0	42	5	13	800	10400
IMPED	1.0	24	5	13	800	10400
GLEIS	2.0	99	5	13	800	10400
FLAGS	1.0	16	5	13	800	10400
POTAE	1.0	142	5	13	800	10400
LAUGH	1.0	14	5	13	800	10400
HILCH	1.0	17	5	13	800	10400
MAUDS	1.0	15	5	13	800	10400
POULT	1.0	18	5	13	800	10400
SAMAS	1.0	22	5	13	800	10400
BARBS	2.0	19	5	13	800	10400
STEWY	1.0	24	5	13	800	10400
SURDS	2.0	22	5	13	800	10400
ECU	2.0	353	3	103	100	10300
CHAV	1.0	26	4	25	400	10000
BUDA	2.0	33	4	25	400	10000
CHIC	2.0	60	4	25	400	10000
PAKS	1.0	26	4	25	400	10000
LAKH	1.0	30	4	25	400	10000
SARANS	2.0	59	6	7	1400	9800
GOLLAR	1.0	11	6	7	1400	9800
SAUCER	2.0	23	6	7	1400	9800
REWORD	1.0	18	6	7	1400	9800
FLOUSE	2.0	13	6	7	1400	9800
FABLES	2.0	10	6	7	1400	9800
FITCHE	1.0	8	6	7	1400	9800
FOURTH	1.0	8	6	7	1400	9800
FOUTER	2.0	16	6	7	1400	9800
FOUTHS	2.0	13	6	7	1400	9800
GRICES	2.0	20	6	7	1400	9800
FAUTED	1.0	10	6	7	1400	9800
SPECTS	1.0	19	6	7	1400	9800
WHILES	1.0	15	6	7	1400	9800
BIRTHS	1.0	13	6	7	1400	9800
MARRON	1.0	17	6	7	1400	9800
MARRAS	2.0	19	6	7	1400	9800
BOUNED	1.0	12	6	7	1400	9800
BROACH	1.0	14	6	7	1400	9800
BRUNTS	1.0	9	6	7	1400	9800
TEMSED	1.0	43	6	7	1400	9800
TAVERT	2.0	27	6	7	1400	9800
BURNIE	1.0	13	6	7	1400	9800
TABORS	2.0	45	6	7	1400	9800
CAROLI	1.0	36	6	7	1400	9800
SUTTAS	1.0	19	6	7	1400	9800
SURGES	2.0	16	6	7	1400	9800
STURTS	2.0	30	6	7	1400	9800
LEACHY	2.0	13	6	7	1400	9800
PLAGES	1.0	8	6	7	1400	9800
SERGED	1.0	32	6	7	1400	9800
LANGUE	2.0	13	6	7	1400	9800
PLIANT	1.0	38	6	7	1400	9800
STOUPS	2.0	16	6	7	1400	9800
CLAUTS	1.0	15	6	7	1400	9800
LAICHS	2.0	38	6	7	1400	9800
THAWER	1.0	12	6	7	1400	9800
BIRRED	2.0	13	6	7	1400	9800
COLTAN	1.0	41	6	7	1400	9800
PANINI	1.0	10	6	7	1400	9800
NOCKET	1.0	11	6	7	1400	9800
UNTILE	1.0	52	6	7	1400	9800
NIMMED	2.0	10	6	7	1400	9800
UNSTOW	1.0	9	6	7	1400	9800
NIMBLE	2.0	12	6	7	1400	9800
VORRED	2.0	12	6	7	1400	9800
UNLADE	1.0	15	6	7	1400	9800
UNBARS	1.0	13	6	7	1400	9800
TWEETS	1.0	14	6	7	1400	9800
MUSCAT	1.0	11	6	7	1400	9800
MOYLES	1.0	8	6	7	1400	9800
MOULIN	1.0	11	6	7	1400	9800
TROVER	1.0	15	6	7	1400	9800
TROUPE	1.0	20	6	7	1400	9800
BABIES	1.0	11	6	7	1400	9800
OUTSIN	2.0	55	6	7	1400	9800
MILDED	2.0	13	6	7	1400	9800
BELIED	2.0	18	6	7	1400	9800
MERGER	2.0	15	6	7	1400	9800
MERGED	1.0	11	6	7	1400	9800
MEINED	2.0	41	6	7	1400	9800
POGOER	1.0	8	6	7	1400	9800
LARGOS	1.0	19	6	7	1400	9800
IDLING	1.0	19	6	7	1400	9800
HODDLE	1.0	9	6	7	1400	9800
VESTED	2.0	16	6	7	1400	9800
SMOUTS	2.0	14	6	7	1400	9800
HUSHER	2.0	14	6	7	1400	9800
HUSHED	2.0	10	6	7	1400	9800
DIRKES	1.0	11	6	7	1400	9800
RAPTOR	1.0	25	6	7	1400	9800
DODGES	1.0	9	6	7	1400	9800
DOGATE	2.0	18	6	7	1400	9800
HOLLOS	1.0	13	6	7	1400	9800
HOHING	1.0	9	6	7	1400	9800
WHEARE	1.0	29	6	7	1400	9800
DENTIL	1.0	111	6	7	1400	9800
REBAIT	2.0	56	6	7	1400	9800
HENDED	2.0	12	6	7	1400	9800
SIGNEE	1.0	35	6	7	1400	9800
RECUTS	2.0	33	6	7	1400	9800
REDDLE	2.0	30	6	7	1400	9800
DUETED	1.0	18	6	7	1400	9800
HARBOR	1.0	13	6	7	1400	9800
SHELLS	2.0	12	6	7	1400	9800
EARTHY	1.0	27	6	7	1400	9800
EMBOLI	1.0	13	6	7	1400	9800
PUNIER	1.0	24	6	7	1400	9800
ROMPED	2.0	12	6	7	1400	9800
CONGOS	1.0	9	6	7	1400	9800
COMMAS	1.0	8	6	7	1400	9800
PRUNES	2.0	14	6	7	1400	9800
CONGER	2.0	17	6	7	1400	9800
POURIE	1.0	15	6	7	1400	9800
DECIDE	1.0	12	6	7	1400	9800
CORNUS	1.0	18	6	7	1400	9800
VICARS	1.0	10	6	7	1400	9800
SORDID	1.0	21	6	7	1400	9800
URPED	1.0	36	5	12	800	9600
SPECT	1.0	49	5	12	800	9600
FLONG	1.0	13	5	12	800	9600
CHICO	1.0	18	5	12	800	9600
ALOFT	2.0	38	5	12	800	9600
TAKAS	1.0	13	5	12	800	9600
UNAIS	2.0	142	5	12	800	9600
SPINK	2.0	15	5	12	800	9600
DRAFF	1.0	16	5	12	800	9600
GAITT	2.0	40	5	12	800	9600
UNLAY	1.0	17	5	12	800	9600
CHIRP	2.0	26	5	12	800	9600
SHIFT	2.0	24	5	12	800	9600
SAREE	2.0	426	5	12	800	9600
EDICT	1.0	100	5	12	800	9600
CHAYS	2.0	22	5	12	800	9600
FOLDS	1.0	21	5	12	800	9600
FRESH	2.0	79	5	12	800	9600
CHAVE	1.0	13	5	12	800	9600
BURRO	1.0	15	5	12	800	9600
TABLA	2.0	47	5	12	800	9600
SOCES	2.0	116	5	12	800	9600
SNABS	2.0	43	5	12	800	9600
BREAK	1.0	16	5	12	800	9600
FICHE	1.0	14	5	12	800	9600
COADY	1.0	22	5	12	800	9600
SOLUM	1.0	29	5	12	800	9600
FOLEY	1.0	13	5	12	800	9600
VASAL	1.0	17	5	12	800	9600
DITSY	1.0	45	5	12	800	9600
DIVS	2.0	47	4	24	400	9600
SUMY	2.0	31	4	24	400	9600
BELON	2.0	58	5	12	800	9600
SECHS	2.0	83	5	12	800	9600
BAURS	2.0	38	5	12	800	9600
CACAS	1.0	14	5	12	800	9600
COGON	1.0	19	5	12	800	9600
NOMAD	2.0	65	5	12	800	9600
LOAFS	2.0	25	5	12	800	9600
ODALS	1.0	94	5	12	800	9600
LEERY	1.0	49	5	12	800	9600
HUMAN	1.0	26	5	12	800	9600
PURTY	1.0	13	5	12	800	9600
HAUDS	1.0	20	5	12	800	9600
GLOPS	1.0	13	5	12	800	9600
PROUL	1.0	16	5	12	800	9600
ROGUE	2.0	34	5	12	800	9600
MAVIS	1.0	17	5	12	800	9600
GOLP	1.0	36	4	24	400	9600
PEKES	1.0	16	5	12	800	9600
WEIRS	2.0	104	5	12	800	9600
GHEES	2.0	33	5	12	800	9600
PERRY	2.0	19	5	12	800	9600
WHARF	1.0	14	5	12	800	9600
KOLAS	2.0	21	5	12	800	9600
KOSES	2.0	30	5	12	800	9600
RIVAL	2.0	43	5	12	800	9600
MAWR	2.0	49	4	23	400	9200
GOAF	1.0	49	4	23	400	9200
MAIK	2.0	28	4	23	400	9200
LUNY	1.0	32	4	23	400	9200
BLEW	1.0	46	4	23	400	9200
TUNY	1.0	45	4	23	400	9200
BEAU	2.0	80	4	23	400	9200
HUNH	1.0	38	4	23	400	9200
GURL	2.0	44	4	23	400	9200
IDOL	2.0	287	4	23	400	9200
BOHO	2.0	31	4	23	400	9200
ALKO	1.0	46	4	23	400	9200
DORTING	1.0	16	7	5	1800	9000
ROMAGES	1.0	11	7	5	1800	9000
HURRIES	1.0	7	7	5	1800	9000
TOUPIES	1.0	7	7	5	1800	9000
CLAMPER	1.0	6	7	5	1800	9000
REACHER	2.0	14	7	5	1800	9000
PISHERS	1.0	12	7	5	1800	9000
SMITING	1.0	6	7	5	1800	9000
BURNIES	1.0	10	7	5	1800	9000
PITIERS	1.0	20	7	5	1800	9000
DOUSING	1.0	7	7	5	1800	9000
SMITTED	1.0	9	7	5	1800	9000
BASHING	1.0	6	7	5	1800	9000
TUSSLED	1.0	6	7	5	1800	9000
HURDIES	1.0	7	7	5	1800	9000
OFTENER	1.0	7	7	5	1800	9000
MILDENS	1.0	11	7	5	1800	9000
PEONIES	2.0	15	7	5	1800	9000
STIDDIE	1.0	7	7	5	1800	9000
SCARRED	2.0	9	7	5	1800	9000
STEWIER	1.0	11	7	5	1800	9000
CLAIMER	1.0	11	7	5	1800	9000
RAPISTS	1.0	12	7	5	1800	9000
CABRIES	1.0	8	7	5	1800	9000
HODDENS	1.0	8	7	5	1800	9000
DISTORT	1.0	17	7	5	1800	9000
RANDING	2.0	12	7	5	1800	9000
LENTILS	1.0	17	7	5	1800	9000
LAUNDER	1.0	13	7	5	1800	9000
BUTLERS	1.0	6	7	5	1800	9000
FATTIER	2.0	10	7	5	1800	9000
SERVING	2.0	11	7	5	1800	9000
MINGIER	2.0	10	7	5	1800	9000
MISSING	1.0	7	7	5	1800	9000
REFILES	2.0	19	7	5	1800	9000
REFIRED	2.0	9	7	5	1800	9000
CHAPTER	2.0	8	7	5	1800	9000
CHARGER	1.0	6	7	5	1800	9000
BURSTED	1.0	6	7	5	1800	9000
DURRIES	2.0	12	7	5	1800	9000
TROUTER	2.0	9	7	5	1800	9000
HANGARS	1.0	9	7	5	1800	9000
GRANDER	1.0	6	7	5	1800	9000
TRIFLED	1.0	8	7	5	1800	9000
CHEMISE	1.0	11	7	5	1800	9000
REGIMES	1.0	10	7	5	1800	9000
STREWED	2.0	13	7	5	1800	9000
CHATTED	1.0	7	7	5	1800	9000
LEACHES	1.0	10	7	5	1800	9000
LEADENS	2.0	24	7	5	1800	9000
SHAPENS	1.0	10	7	5	1800	9000
TROMPES	1.0	6	7	5	1800	9000
ENCORED	1.0	9	7	5	1800	9000
DUNGIER	2.0	9	7	5	1800	9000
PLEATED	1.0	11	7	5	1800	9000
ENLISTS	2.0	30	7	5	1800	9000
GRANNIE	1.0	10	7	5	1800	9000
CHALLIS	1.0	7	7	5	1800	9000
FINESTS	1.0	9	7	5	1800	9000
STOMPER	2.0	8	7	5	1800	9000
GRAYEST	1.0	7	7	5	1800	9000
DRAWERS	2.0	8	7	5	1800	9000
OUTRING	1.0	13	7	5	1800	9000
REPLIED	2.0	10	7	5	1800	9000
HIPSTER	1.0	22	7	5	1800	9000
DRILLED	1.0	7	7	5	1800	9000
TRAINEE	2.0	64	7	5	1800	9000
PLOATED	1.0	13	7	5	1800	9000
GRITTER	1.0	13	7	5	1800	9000
TRANCHE	1.0	20	7	5	1800	9000
MILDEST	2.0	16	7	5	1800	9000
REMEADS	2.0	12	7	5	1800	9000
TRAWLED	1.0	8	7	5	1800	9000
RELOCKS	1.0	7	7	5	1800	9000
ENSEALS	1.0	26	7	5	1800	9000
SCALLED	1.0	7	7	5	1800	9000
TROLLER	1.0	10	7	5	1800	9000
PONTONS	1.0	7	7	5	1800	9000
GALLETS	1.0	12	7	5	1800	9000
WRINGER	1.0	6	7	5	1800	9000
SOUTHER	2.0	15	7	5	1800	9000
LIONISE	1.0	36	7	5	1800	9000
CAROTIN	1.0	32	7	5	1800	9000
SAFARIS	1.0	6	7	5	1800	9000
SMOORED	1.0	13	7	5	1800	9000
VEERING	1.0	7	7	5	1800	9000
SUTTLES	1.0	6	7	5	1800	9000
YESTERN	1.0	13	7	5	1800	9000
ADDLING	1.0	6	7	5	1800	9000
DANTING	2.0	12	7	5	1800	9000
POLLENT	1.0	7	7	5	1800	9000
NIBLETS	1.0	8	7	5	1800	9000
DEBATER	2.0	18	7	5	1800	9000
MASTICS	1.0	10	7	5	1800	9000
COLLARS	2.0	9	7	5	1800	9000
STARCHY	2.0	8	7	5	1800	9000
RINGLET	2.0	25	7	5	1800	9000
SPARGES	1.0	10	7	5	1800	9000
RULIEST	1.0	27	7	5	1800	9000
BLUNTER	1.0	6	7	5	1800	9000
UNTAMES	2.0	8	7	5	1800	9000
PRAWLES	1.0	6	7	5	1800	9000
MALICES	1.0	19	7	5	1800	9000
POTIONS	1.0	8	7	5	1800	9000
PASHING	2.0	9	7	5	1800	9000
STADDLE	1.0	8	7	5	1800	9000
ABUSERS	1.0	11	7	5	1800	9000
NIDINGS	2.0	7	7	5	1800	9000
THAWIER	1.0	6	7	5	1800	9000
WRITERS	1.0	9	7	5	1800	9000
ABUSING	1.0	6	7	5	1800	9000
LOACHES	2.0	22	7	5	1800	9000
NOTATOR	1.0	18	7	5	1800	9000
BUISTED	1.0	6	7	5	1800	9000
BUNDIES	1.0	8	7	5	1800	9000
SCAILED	1.0	12	7	5	1800	9000
BEAMING	2.0	9	7	5	1800	9000
GARRANS	1.0	6	7	5	1800	9000
PINGLER	2.0	9	7	5	1800	9000
MARGINS	2.0	8	7	5	1800	9000
SUPERED	1.0	9	7	5	1800	9000
COPERED	1.0	7	7	5	1800	9000
MACHINE	1.0	6	7	5	1800	9000
BRAISED	2.0	25	7	5	1800	9000
ROOPIER	1.0	7	7	5	1800	9000
RESTOKE	1.0	12	7	5	1800	9000
POINTEL	2.0	10	7	5	1800	9000
KNITTER	1.0	6	7	5	1800	9000
UNDOERS	1.0	26	7	5	1800	9000
INTREAT	2.0	90	7	5	1800	9000
NATTERY	2.0	13	7	5	1800	9000
AGEINGS	1.0	11	7	5	1800	9000
AIRTING	1.0	22	7	5	1800	9000
NEDDIER	1.0	8	7	5	1800	9000
GNAWERS	1.0	6	7	5	1800	9000
DEMINER	1.0	17	7	5	1800	9000
AGINNER	1.0	20	7	5	1800	9000
WHITENS	1.0	16	7	5	1800	9000
BOTTLER	1.0	6	7	5	1800	9000
SWORDER	1.0	8	7	5	1800	9000
NEEDING	2.0	11	7	5	1800	9000
DEMOING	1.0	8	7	5	1800	9000
DEMISED	1.0	9	7	5	1800	9000
UEY	1.0	144	3	89	100	8900
BOHOS	1.0	15	5	11	800	8800
COPSE	2.0	67	5	11	800	8800
BOREL	2.0	87	5	11	800	8800
BLUSH	1.0	12	5	11	800	8800
CLEFS	2.0	22	5	11	800	8800
BIMAS	2.0	42	5	11	800	8800
POWAN	1.0	13	5	11	800	8800
KILN	1.0	54	4	22	400	8800
PACAS	2.0	36	5	11	800	8800
SHAMA	1.0	32	5	11	800	8800
BEATY	1.0	18	5	11	800	8800
CLOGS	1.0	16	5	11	800	8800
BARRA	2.0	27	5	11	800	8800
YIKES	1.0	12	5	11	800	8800
MADGE	1.0	20	5	11	800	8800
SLISH	1.0	65	5	11	800	8800
BARDY	1.0	17	5	11	800	8800
SOFA	2.0	108	4	22	400	8800
KANA	1.0	37	4	22	400	8800
WHEAL	2.0	33	5	11	800	8800
KBARS	1.0	13	5	11	800	8800
BINDI	2.0	31	5	11	800	8800
DROKE	1.0	15	5	11	800	8800
HELVE	1.0	17	5	11	800	8800
DUCT	1.0	57	4	22	400	8800
IDOLS	1.0	109	5	11	800	8800
PHOH	1.0	31	4	22	400	8800
COMPS	2.0	18	5	11	800	8800
MUSHA	2.0	33	5	11	800	8800
WHIMS	1.0	12	5	11	800	8800
SWARF	1.0	25	5	11	800	8800
TABOR	2.0	91	5	11	800	8800
RUPEE	2.0	18	5	11	800	8800
FRITH	1.0	34	5	11	800	8800
RENEY	2.0	80	5	11	800	8800
SADDO	1.0	35	5	11	800	8800
TWITS	2.0	40	5	11	800	8800
