stem	boards	size	ptsNoneOpened	youCompletion	topQCompletion	frontierCompletion	uncontestedPerGame
VALE	45	3.8	84800	0.43056	0.6	0.46491	29.599
TORN	77	2.6104	84400	0.38462	0.36364	0.4	29.459
RONG	48	3.1875	84200	0.47253	0.58824	0.49558	29.389
DENE	132	2.9545	84200	0.57857	0.52727	0.6087	29.389
HOAR	120	3.625	84200	0.57554	0.75	0.66839	29.389
MORS	91	3.022	83600	0.67516	0.74074	0.71717	29.18
HERO	217	3.765	83600	0.42308	0.8	0.53731	29.18
LEET	135	2.9852	83200	0.53191	0.7619	0.63223	29.04
SOME	54	3.0185	83000	0.35714	0.38462	0.33898	28.97
BINE	64	3.4219	83000	0.63846	0.78947	0.66286	28.97
SPAN	71	3.5493	83000	0.63208	0.7	0.66298	28.97
COPE	42	4.619	82800	0.59848	0.43243	0.66279	28.901
RAFT	62	3.9194	82800	0.60345	0.63333	0.65409	28.901
SURES	47	2.7234	82600	0.55172	0.53333	0.5	28.831
PEAS	79	2.9241	82400	0.67273	0.48148	0.66864	28.761
FILE	63	4.2381	82200	0.62044	0.62162	0.69849	28.691
TEENS	58	2.7069	82200	0.4507	0.5	0.55652	28.691
LOWS	34	4.3235	82200	0.48936	0.11765	0.37143	28.691
MALI	69	3.6812	82000	0.41463	0.375	0.47	28.621
WEAR	74	3.1622	82000	0.63636	0.52941	0.65909	28.621
REAN	223	2.1839	81800	0.82178	0.67188	0.81433	28.551
FAIN	58	4.9483	81800	0.53488	1	0.64912	28.551
DOES	118	2.4492	81400	0.46053	0.55	0.45926	28.412
OILED	71	3.4366	81400	0.62281	0.68293	0.67879	28.412
HOUSE	41	4	81400	0.61628	0.625	0.6055	28.412
ABLES	46	3.6087	81400	0.6	0.71429	0.59677	28.412
TAMIN	77	4.1429	81200	0.58182	0.62162	0.66901	28.342
ROMA	101	4.3762	81200	0.53608	0.4	0.51538	28.342
COND	57	3.5439	81200	0.52273	0.44444	0.53659	28.342
SCALE	57	3.4912	81200	0.66265	0.75	0.71223	28.342
ROCH	47	4.4043	81000	0.44444	0.30435	0.45833	28.272
OVERS	23	5.913	81000	0.45455	0.47059	0.47059	28.272
CORD	62	3.2258	81000	0.54545	0.70588	0.65035	28.272
TRIES	75	2.5733	80600	0.41509	0.42857	0.42466	28.133
ENATE	134	3.1343	80400	0.60256	0.6129	0.592	28.063
CRON	103	3.6311	80200	0.64706	0.66667	0.63399	27.993
EMIT	141	3.8085	80200	0.80328	0.65789	0.73551	27.993
RICH	58	4.1724	80200	0.5	0.56522	0.55652	27.993
TRANS	97	2.6701	80200	0.53704	0.9	0.57732	27.993
TAILS	64	2.5469	80000	0.64286	0.65	0.65625	27.923
STILE	108	2.7315	79800	0.78767	0.65854	0.7783	27.853
REDS	151	2.3709	79600	0.48246	0.54545	0.50676	27.784
REIS	310	2.5226	79600	0.63934	0.71429	0.67873	27.784
VEST	59	3.5932	79600	0.38889	0.5	0.3956	27.784
HEARS	72	2.9306	79400	0.60317	0.82353	0.71591	27.714
INGO	112	4.1875	79200	0.37838	0.33333	0.38053	27.644
OOPS	39	4.9744	79200	0.44531	0.25	0.42262	27.644
SPINE	60	3.6167	78800	0.57353	0.59091	0.55085	27.504
APERS	58	3.2069	78800	0.51587	0.47692	0.54217	27.504
HOLES	37	2.7838	78600	0.37209	0.4	0.37681	27.435
PELT	59	4.0169	78600	0.45055	0.51923	0.54422	27.435
DERE	179	2.4972	78400	0.80526	0.83784	0.78182	27.365
HATS	111	2.3604	78400	0.50746	0.4375	0.50568	27.365
TONG	88	3.3068	78400	0.62722	0.70455	0.66216	27.365
POOR	36	3.9444	78000	0.3	0.44	0.36607	27.225
CHIT	56	2.8929	77600	0.48438	0.35	0.51376	27.086
LOOT	62	3.5323	77400	0.64968	0.65217	0.64433	27.016
STILL	35	3.3429	77400	0.6	0.51724	0.625	27.016
SERES	63	2.0794	77400	0.45614	0.55556	0.50485	27.016
SAIR	178	2.427	77400	0.80973	0.82051	0.82759	27.016
ROWS	47	4.1489	77400	0.54167	0.51515	0.51471	27.016
GONS	62	3.0968	77200	0.34545	0.33333	0.34831	26.946
PATTE	27	5.037	77200	0.52586	0.58333	0.62992	26.946
LACES	38	2.6842	77000	0.47541	0.54839	0.53409	26.876
SADE	159	2.522	77000	0.6	0.58621	0.5509	26.876
MONG	45	3.7556	77000	0.42105	0.35294	0.4375	26.876
LARD	105	2.9619	77000	0.69149	0.46154	0.6443	26.876
CANN	41	4.2927	77000	0.55556	0.51724	0.57364	26.876
MOLE	72	3.3611	77000	0.6014	0.59375	0.65426	26.876
CLAT	91	3.0549	77000	0.54206	0.63158	0.54167	26.876
PANS	62	2.5484	76800	0.46575	0.53333	0.45946	26.806
STINGS	20	4.45	76800	0.46914	0.41176	0.51765	26.806
RALE	195	2.2154	76600	0.80435	0.90385	0.81459	26.736
SPOT	61	3.0164	76400	0.5	0.625	0.53509	26.667
ICED	78	3.2821	76400	0.488	0.5	0.52071	26.667
CRED	129	3.7209	76200	0.4359	0.36364	0.425	26.597
STONES	37	2.4595	76000	0.59091	0.625	0.57333	26.527
ROID	133	4.0376	76000	0.60714	0.41176	0.5625	26.527
TROU	70	4.2	76000	0.53191	0.65217	0.5619	26.527
LION	129	3.5969	75600	0.48	0.73684	0.56481	26.387
RATO	210	2.9238	75600	0.45714	0.75	0.51376	26.387
MURE	51	3.7451	75400	0.52525	0.46875	0.54762	26.318
SLATE	143	3.035	75400	0.77733	0.84	0.84259	26.318
APSE	89	3.8202	75400	0.5	0.46154	0.48344	26.318
PAND	42	3.619	75400	0.55172	0.66667	0.57391	26.318
MALL	34	4.2353	75400	0.49425	0.58824	0.56897	26.318
EASED	94	3.1383	75200	0.7095	0.6875	0.75546	26.248
TEED	120	2.5167	75200	0.60465	0.56757	0.64151	26.248
DERN	157	2.5732	75200	0.63366	0.57895	0.66216	26.248
ETAS	292	2.3596	75200	0.48913	0.43478	0.46154	26.248
MULE	41	4.1951	75200	0.44304	0.75	0.46602	26.248
BING	28	5.2857	75200	0.58252	0.5	0.60938	26.248
SITS	114	2.386	75200	0.52893	0.52174	0.5283	26.248
INCH	65	4.5231	75000	0.43939	0.52941	0.54054	26.178
PIERS	57	2.5614	74800	0.45783	0.53333	0.5	26.108
TEMS	143	2.8881	74600	0.42254	0.28571	0.384	26.038
ISHES	68	3.6471	74400	0.29091	0.4375	0.4023	25.969
SOOT	101	3.5941	74200	0.78182	0.62069	0.78169	25.899
BITS	69	2.6957	74200	0.40789	0.4375	0.42	25.899
RIALS	79	2.7595	74000	0.51111	0.40741	0.45161	25.829
STENT	79	2.6962	73800	0.55	0.54167	0.54444	25.759
CONES	51	2.3922	73800	0.46835	0.36364	0.51	25.759
STONER	42	2.3571	73800	0.56452	0.72727	0.58427	25.759
PORE	114	3.4211	73600	0.75676	0.67164	0.76807	25.689
CAPE	52	4.2692	73600	0.67742	0.60345	0.71667	25.689
ROKE	41	4.7317	73400	0.55856	0.60526	0.58824	25.62
ROLES	49	2.4898	73400	0.40625	0.38462	0.43956	25.62
TOLL	48	3.9792	73200	0.60656	0.66667	0.61875	25.55
RUDE	63	3.4603	73200	0.61111	0.67647	0.64138	25.55
MANG	48	4.5417	73000	0.63121	0.5625	0.69744	25.48
HIDE	118	3.4831	72800	0.74286	0.76056	0.78797	25.41
AFTER	44	3.9773	72800	0.50943	0.57692	0.63158	25.41
GRATE	68	3.3382	72600	0.69672	0.84	0.77647	25.34
REEL	124	2.621	72600	0.66102	0.8	0.71579	25.34
TARES	127	2.1102	72400	0.72549	0.76923	0.79447	25.271
RAILE	102	3.4902	72400	0.82383	0.77778	0.84643	25.271
OLLIE	33	5.2121	72400	0.49524	0.25	0.53279	25.271
HEART	86	2.8256	72200	0.66667	0.7	0.70833	25.201
MINT	95	3.4421	72000	0.73626	0.72727	0.78682	25.131
NINES	41	2.3902	72000	0.40476	0.38462	0.42857	25.131
LENS	142	2.7606	71800	0.71324	0.73585	0.71226	25.061
ANAL	56	3.6964	71800	0.34146	0.53846	0.35385	25.061
TEAT	191	2.2147	71800	0.75393	0.78723	0.80153	25.061
WISE	69	3.6522	71800	0.63415	0.6	0.68	25.061
AIDER	95	2.7474	71800	0.74074	0.77143	0.7598	25.061
RACHE	47	3.9574	71600	0.75	1	0.67521	24.991
UTTER	39	4.8974	71600	0.45161	0.77778	0.65217	24.991
SARS	153	2.5163	71400	0.36111	0.46154	0.40179	24.921
OOMS	40	4.325	71200	0.47674	0.27778	0.46528	24.852
DARE	248	2.4718	71200	0.83226	0.8629	0.85714	24.852
RICES	54	2.6111	71200	0.47368	0.57143	0.54167	24.852
REINS	70	2.4429	71000	0.42857	0.5	0.43548	24.782
LAVE	54	4.7778	71000	0.66316	0.71429	0.76077	24.782
BOAR	66	3.8485	70800	0.55208	0.47059	0.58647	24.712
RODES	67	2.4776	70800	0.55844	0.46154	0.5614	24.712
BORA	76	3.6974	70800	0.59223	0.64286	0.66216	24.712
VISE	42	4.0714	70600	0.5	0.5	0.4	24.642
CONTE	42	2.9524	70400	0.61429	0.875	0.64583	24.572
FACE	28	5.8929	70400	0.58889	0.66667	0.6	24.572
DOOR	54	3.0185	70400	0.56962	0.46667	0.5625	24.572
ACTED	31	2.6774	70200	0.35417	0.5	0.39344	24.503
TERES	96	2.1771	70200	0.63063	0.66667	0.67105	24.503
OLLER	37	3.6216	70000	0.39623	0.31579	0.37805	24.433
SINGS	27	3.8519	70000	0.44578	0.63636	0.50602	24.433
CURE	76	3.75	70000	0.74483	0.93548	0.73762	24.433
TIND	149	2.6711	70000	0.81707	0.75556	0.83013	24.433
AGIN	77	3.4026	70000	0.5	0.4	0.46429	24.433
METS	74	2.5405	69800	0.5	0.4	0.5042	24.363
THERE	74	3.2432	69800	0.625	0.6	0.52941	24.363
TASTE	119	3.0168	69600	0.85377	0.85057	0.85987	24.293
SANES	81	2.1235	69600	0.55294	0.68421	0.61062	24.293
DENI	256	2.9297	69600	0.61798	0.5	0.62745	24.293
MEAL	96	3.0312	69600	0.79286	0.55556	0.7561	24.293
TEEL	130	2.8154	69600	0.74843	0.75472	0.73818	24.293
DISH	74	3.2297	69600	0.52	0.5	0.50617	24.293
RAID	138	2.9203	69400	0.7379	0.94444	0.81759	24.223
HARES	110	2.2727	69200	0.65294	0.66	0.69565	24.154
RAKE	46	4.3043	69000	0.63804	0.68966	0.64444	24.084
SILES	39	2.7692	69000	0.43548	0.33333	0.44318	24.084
DANS	79	2.4557	68800	0.4557	0.75	0.46392	24.014
WARS	56	3.125	68800	0.34615	0.5	0.36145	24.014
DATED	36	2.6389	68800	0.40909	0.4	0.42424	24.014
ABER	97	3.7113	68800	0.40909	0.44	0.47399	24.014
MONA	92	3.7283	68600	0.52326	0.42857	0.56731	23.944
HEADS	26	2.7308	68600	0.37931	0.27273	0.36735	23.944
LARI	189	2.7937	68400	0.44643	0.83333	0.56989	23.874
BURS	31	5.0968	68400	0.21429	0.2	0.31507	23.874
EALES	82	2.5	68400	0.50526	0.52	0.48092	23.874
ASHED	53	4.8868	68400	0.72941	0.65957	0.70909	23.874
TOLA	152	3.5921	68200	0.6	0.85714	0.65761	23.805
MADE	47	2.8298	68000	0.54444	0.5	0.55914	23.735
BARS	51	2.3922	68000	0.42857	0.5	0.43902	23.735
SOUL	36	3.25	68000	0.52174	0.875	0.5122	23.735
LUNE	74	3.0135	67800	0.53521	0.63636	0.55639	23.665
LANDER	28	2.8929	67800	0.54098	0.67857	0.59494	23.665
LIND	81	2.8025	67800	0.66316	0.73333	0.67857	23.665
APING	21	5.2857	67800	0.42529	0.45455	0.48515	23.665
SHEN	131	2.7328	67400	0.53535	0.51724	0.5858	23.525
HALES	59	2.3898	67400	0.53623	0.5	0.56604	23.525
EALING	24	4.5	67200	0.55072	0.66667	0.54023	23.455
ALAS	119	3.2857	67000	0.51456	0.52632	0.47973	23.386
RAMP	44	5.0227	66800	0.56962	0.75	0.64062	23.316
CHAL	58	3.7069	66800	0.36111	0.36	0.39437	23.316
PLATE	53	3.6604	66600	0.71264	0.8	0.71111	23.246
NATION	35	3.6857	66600	0.85		0.54902	23.246
CARES	64	2.2812	66400	0.59483	0.63636	0.66154	23.176
ROVE	42	5.1667	66400	0.6	0.675	0.6242	23.176
GEAR	99	3.1919	66200	0.79381	0.88	0.81323	23.106
MIRE	127	2.6772	66200	0.76875	0.73171	0.78059	23.106
CORSE	70	2.9143	66200	0.73016	0.66667	0.74675	23.106
STAP	95	2.8526	66200	0.51961	0.59459	0.60274	23.106
BLATE	52	3.8269	66000	0.66667	0.5	0.61864	23.037
CELL	43	4.7907	66000	0.5679	0.55556	0.5463	23.037
SOLI	85	3.3529	66000	0.47059	0.36364	0.46154	23.037
RAGS	72	2.4861	66000	0.54839	0.57895	0.55285	23.037
STEM	135	2.8444	66000	0.64198	0.65385	0.60769	23.037
VIES	40	3.35	66000	0.39744	0.33333	0.40964	23.037
HELL	39	4.1026	65800	0.57843	0.73684	0.62832	22.967
TURN	59	3.7119	65800	0.56579	0.81818	0.62385	22.967
LANTS	54	2.5185	65800	0.40845	0.61538	0.5	22.967
SHET	148	2.5068	65800	0.54198	0.57692	0.59459	22.967
LADES	54	2.3148	65800	0.52326	0.46154	0.53465	22.967
BLIN	39	5	65600	0.61404	0.66667	0.56481	22.897
CATS	73	2.2603	65600	0.48889	0.5	0.52294	22.897
DITES	40	2.3	65600	0.48077	0.5	0.47887	22.897
PALES	39	2.4872	65400	0.52	0.6	0.58763	22.827
ETTLE	31	5.7097	65400	0.5		0.5641	22.827
RADS	115	2.4522	65400	0.5	0.61538	0.54639	22.827
OKES	36	4.6944	65400	0.46575	0.56098	0.50943	22.827
BOLE	48	2.9792	65400	0.58889	0.65	0.56637	22.827
SHORT	53	3.3396	65400	0.66667	0.79167	0.71774	22.827
SARI	245	2.7796	65200	0.74096	0.66667	0.73733	22.757
STALE	149	2.6309	65000	0.88017	0.83721	0.88344	22.688
METER	49	2.8367	65000	0.7	0.5	0.625	22.688
DERAT	152	2.8816	65000	0.79365	0.80822	0.84932	22.688
RACK	25	6.56	65000	0.56881	0.74359	0.64748	22.688
TREAT	129	3.2016	64800	0.81818	0.59259	0.74638	22.618
LOME	53	3.283	64600	0.62069	0.63636	0.62609	22.548
CASH	53	2.6038	64600	0.60317	0.47368	0.56842	22.548
SOUR	57	3.0526	64600	0.6422	0.73913	0.69065	22.548
TARED	107	2.0935	64400	0.65672	0.67308	0.70103	22.478
STAGE	47	3.5319	64400	0.75862	0.73684	0.70492	22.478
SITES	52	2.0962	64200	0.59615	0.47059	0.56	22.408
CRIS	100	3	64000	0.59259	0.66667	0.54902	22.339
TALES	73	2.2466	64000	0.66935	0.62069	0.72368	22.339
MUSE	55	4.1818	64000	0.51923	0.61111	0.63889	22.339
HENS	101	2.3762	64000	0.46552	0.47059	0.51852	22.339
TATER	120	2.575	64000	0.80631	0.83908	0.83986	22.339
WINES	39	2.6667	63800	0.43836	0.55556	0.51765	22.269
FINES	40	2.45	63600	0.4918	1	0.53659	22.199
EASER	139	2.7914	63600	0.79554	0.8125	0.85588	22.199
WANT	54	3.2037	63400	0.69925	0.67742	0.72368	22.129
DASH	78	3.2564	63400	0.64706	0.71795	0.62879	22.129
GRIS	78	3.859	63400	0.53846	0.46154	0.53125	22.129
CENS	74	3.3243	63400	0.53333	0.69231	0.54545	22.129
ESTERS	65	2.8615	63400	0.74684	0.73684	0.73333	22.129
DORES	57	2.1404	63200	0.53846	0.57895	0.57895	22.059
DOLE	97	2.4742	63000	0.73043	0.66667	0.73446	21.99
CRUS	45	4.9778	63000	0.35593	0.6	0.47872	21.99
REDES	78	2.2436	63000	0.47619	0.65	0.52688	21.99
FERE	76	2.8816	63000	0.64211	0.58333	0.62585	21.99
TAPES	38	2.6053	62800	0.48684	0.8125	0.54444	21.92
ROUTE	52	3.6923	62800	0.75	0.85714	0.78443	21.92
AIRN	154	2.7013	62600	0.66447	0.72727	0.71038	21.85
BITT	27	4.8519	62600	0.68056	0.57143	0.60577	21.85
NOSES	45	2.4222	62600	0.40816	0.38462	0.41176	21.85
ACRE	167	3.3114	62600	0.60606	0.33333	0.55738	21.85
NIED	127	2.5984	62400	0.4875	0.42857	0.47115	21.78
SKIN	34	3.9412	62400	0.4		0.38235	21.78
WASTE	59	3.2034	62400	0.75926	0.74286	0.76471	21.78
ARMS	85	2.9882	62400	0.42353	0.57143	0.52756	21.78
DOWN	26	4.4231	62200	0.36842	0.36842	0.42373	21.71
LAYS	43	3.7674	62200	0.42373	1	0.46667	21.71
CERT	143	2.6364	62200	0.65217	0.625	0.58065	21.71
RAINED	44	2.6818	62200	0.56044	0.41667	0.63	21.71
SPARE	59	2.9492	62200	0.72222	0.71739	0.76	21.71
STATES	30	2.6	61800	0.5	0.55556	0.55714	21.571
WAIT	65	4.4615	61800	0.76423	0.63333	0.7868	21.571
PARR	32	4	61600	0.54217	0.55	0.5534	21.501
GANS	47	2.8723	61600	0.30435	0.4	0.35385	21.501
HERD	118	3.178	61600	0.60417	0.5	0.5534	21.501
AKES	45	4.3556	61600	0.53191	0.56863	0.62105	21.501
MISES	32	2.9688	61400	0.37838	0.5	0.39655	21.431
ROTO	108	3.3981	61400	0.61386	0.58333	0.608	21.431
OWSE	61	4.623	61400	0.53425	0.5641	0.50413	21.431
BARD	53	4.2075	61400	0.58621	0.71429	0.64968	21.431
ARTIS	87	2.8046	61000	0.61017	0.5	0.55294	21.291
RITT	82	3.1707	61000	0.5625	0.875	0.69231	21.291
ROOTS	33	2.1818	61000	0.4878	0.44444	0.46774	21.291
TORES	92	2.1304	60800	0.67188	0.75	0.74011	21.222
SENA	224	2.6161	60800	0.59091	0.5	0.60194	21.222
RANCH	35	3.9714	60800	0.56667	0.7	0.5974	21.222
ALLIES	32	3.7812	60800	0.69307	0.34783	0.69524	21.222
BIND	41	3.5854	60600	0.66019	0.52941	0.6378	21.152
REAST	124	2.4516	60600	0.75472	0.73529	0.74359	21.152
TRAIT	85	3.1176	60400	0.65476	0.84615	0.70536	21.082
HAME	70	3.6571	60400	0.61538	0.5	0.68182	21.082
THEN	147	2.9932	60400	0.5	0.46154	0.52128	21.082
LINTS	61	2.4426	60400	0.55844	0.56522	0.59406	21.082
TOKE	31	5.5806	60200	0.4918	0.72222	0.64667	21.012
SPIER	52	2.7692	60200	0.44776	0.42105	0.5	21.012
MULL	21	5.2857	60200	0.4875	0.41667	0.54902	21.012
LOUT	53	3.1321	60000	0.59551	0.625	0.61017	20.942
EWER	42	4.1905	60000	0.40964	0.4	0.46324	20.942
PERT	140	2.6714	60000	0.63492	0.66667	0.62016	20.942
LINED	60	2.3167	59800	0.63855	0.7037	0.65789	20.873
SORD	132	2.8106	59600	0.61386	0.44828	0.61151	20.803
CRIT	77	2.5974	59600	0.6044	0.46154	0.65455	20.803
WALE	79	3.8481	59400	0.65278	0.71622	0.71622	20.733
SAID	94	2.5213	59400	0.5974	0.6	0.59259	20.733
CRATE	86	2.8372	59400	0.76596	0.84444	0.82843	20.733
MACH	31	4.7097	59400	0.60317	0.71429	0.58163	20.733
RANGES	24	2.7083	59200	0.35484	0.66667	0.42857	20.663
OLLA	61	4.2951	59200	0.33333	0.22222	0.33846	20.663
STAY	58	3.2069	59200	0.58974	0.67857	0.65455	20.663
CRINE	57	3.1228	59200	0.65116	0.70588	0.69167	20.663
GORS	78	2.7051	59200	0.38182	0.22222	0.46316	20.663
RULE	71	3.169	59000	0.74194	0.54167	0.69444	20.593
FATS	56	2.5	59000	0.4	0.41667	0.40698	20.593
COIN	101	3.2178	59000	0.71134	0.76923	0.75949	20.593
SOLATE	44	3.3409	59000	0.59524	0.33333	0.59091	20.593
LOAD	92	3.25	58800	0.72642	0.6875	0.70312	20.524
RANGS	37	2.4054	58800	0.43478	0.6	0.48571	20.524
CENTS	30	2.7	58600	0.37143	0.5	0.46774	20.454
SARD	120	2.65	58600	0.69333	0.5	0.67273	20.454
LINK	27	4.4815	58600	0.66667	0.58824	0.66346	20.454
HALER	64	2.9219	58600	0.57895	0.78571	0.61538	20.454
LOTH	82	2.9512	58600	0.48333	0.66667	0.51961	20.454
GOAT	45	3.1778	58400	0.58491	0.46667	0.55952	20.384
DANG	53	3.1321	58400	0.75758	0.56	0.74074	20.384
POUT	34	4.6765	58200	0.61972	0.625	0.65289	20.314
PEARS	54	2.3148	58200	0.53947	0.61905	0.56566	20.314
SELS	97	2.7423	58200	0.37037	0.26667	0.4	20.314
SCANT	41	3.3902	58200	0.6	0.75	0.60759	20.314
VITE	34	3.4118	58000	0.525	0.33333	0.4	20.244
PACE	50	4.3	58000	0.73793	0.94	0.79167	20.244
OTTERS	41	2.9024	58000	0.59551	0.62963	0.63478	20.244
TRIM	91	2.978	58000	0.57971	0.58333	0.58407	20.244
LATHE	73	3.9041	58000	0.81579	0.78378	0.81159	20.244
SENE	90	2.3667	57800	0.71233	0.8	0.72727	20.175
GRIN	82	2.9512	57800	0.47297	0.75	0.58036	20.175
SHIT	117	3.1026	57800	0.84783	0.75758	0.8018	20.175
HINGS	27	3.3704	57800	0.36364	0.54545	0.52381	20.175
SHAN	81	2.7778	57800	0.66216	0.5	0.64	20.175
CLAD	58	3.2586	57600	0.58333	0.25	0.54023	20.105
RANCE	54	3.5926	57400	0.54167	0.8	0.69524	20.035
CLOSE	45	4.4	57200	0.62963	0.51064	0.55405	19.965
INNED	39	3.7179	57200	0.50602	0.3913	0.5431	19.965
RUES	98	2.602	57200	0.4625	0.5	0.48413	19.965
BLET	72	3.8472	57200	0.44792	0.33333	0.44898	19.965
LASTER	49	2.6939	57200	0.68889	0.71429	0.75221	19.965
DINS	50	2.28	57000	0.46	0.5	0.47826	19.895
TORSE	91	2.1868	57000	0.66957	0.86957	0.73103	19.895
DALS	81	2.4938	57000	0.44444	0.42857	0.41758	19.895
PHON	36	6.3056	57000	0.69231	0.66667	0.43396	19.895
RASED	79	2.0633	56800	0.50725	0.625	0.57843	19.825
DOON	37	2.6216	56800	0.36735	0.3125	0.39241	19.825
STAB	43	3.8372	56800	0.57333	0.66667	0.63218	19.825
REAME	49	3.4694	56600	0.7	0.66667	0.7479	19.756
GLED	42	4.2143	56600	0.3662	0.31034	0.37349	19.756
HALO	106	3.7547	56600	0.36667	0.36364	0.46575	19.756
COOL	25	3.8	56400	0.5625	0.41667	0.54217	19.686
CARL	79	3.7848	56400	0.74684	0.62069	0.71852	19.686
SEAN	187	2.2139	56200	0.81429	0.80702	0.85036	19.616
MANA	47	4.0638	56200	0.5	0.46667	0.45455	19.616
LOOM	20	4.35	56200	0.54286	0.23077	0.44615	19.616
TELES	49	2.3878	56200	0.60976	0.6875	0.575	19.616
TICH	57	3.1579	56200	0.55769	0.29412	0.48	19.616
PENE	55	3.0182	56200	0.61972	0.5	0.59574	19.616
COTS	46	2.7391	56200	0.45833	0.42857	0.47368	19.616
RONDE	52	2.9038	56000	0.63793	0.90909	0.61798	19.546
GORE	108	2.4444	56000	0.8129	0.64516	0.78733	19.546
TOSS	79	2.8608	56000	0.69767	0.72727	0.70073	19.546
LACER	39	2.7692	56000	0.63492	0.64	0.68182	19.546
BOIL	38	3.7105	56000	0.69231	0.66667	0.66667	19.546
TAMP	44	4.4545	56000	0.66102	0.95833	0.71171	19.546
ONCE	99	4.9596	55800	0.28571	0.37143	0.41463	19.476
CAIN	79	2.3291	55800	0.69048	0.52	0.7	19.476
MOOR	45	3.1111	55600	0.49398	0.5	0.52083	19.407
PETS	79	2.2405	55600	0.55072	0.54839	0.54902	19.407
CERE	123	2.6667	55600	0.8	0.62963	0.73099	19.407
PREE	74	3.9189	55600	0.58065	0.58974	0.5814	19.407
HEATS	47	2.3191	55600	0.54098	0.6	0.62626	19.407
MENE	60	3.0667	55400	0.63462	0.52632	0.63265	19.337
NOME	72	2.9722	55400	0.55	0.9	0.63636	19.337
STAND	56	2.5893	55400	0.73333	0.6875	0.73636	19.337
OUTED	41	3.3902	55400	0.60194	0.48649	0.61667	19.337
TAKE	32	5.2812	55200	0.63235	0.61702	0.73288	19.267
FISH	44	3.6818	55200	0.65	0.66667	0.49153	19.267
WINS	51	2.8039	55200	0.39394	0.375	0.41379	19.267
CRAP	51	3.7843	55200	0.70732	0.6875	0.71014	19.267
TILED	66	2.4242	55000	0.67391	0.6	0.664	19.197
HIPS	29	3.2414	55000	0.46512	0.33333	0.45763	19.197
OOSES	41	3.2439	55000	0.48214	0.42308	0.50505	19.197
TOIT	117	3.1709	55000	0.46512	0.64706	0.52747	19.197
ANNA	43	7.5814	55000	0.29412	0.36667	0.35294	19.197
MARS	110	2.4636	55000	0.73643	0.75	0.72396	19.197
TERNS	82	2.5366	55000	0.72131	0.46667	0.67308	19.197
TRAINS	47	2.5745	54800	0.68116	0.43478	0.69412	19.127
BUTE	36	3.1111	54800	0.48485	0.72727	0.50649	19.127
META	102	3.0686	54800	0.68889	0.6087	0.6413	19.127
EATERS	68	2.6324	54800	0.74074	0.74074	0.82051	19.127
TASES	26	2.2692	54800	0.5	0.3	0.45098	19.127
CUTES	28	3	54800	0.43636	0.42105	0.43077	19.127
STOW	43	3.3256	54800	0.56	0.6875	0.58824	19.127
SHAM	49	4.1429	54600	0.81481	0.60976	0.72848	19.058
TEME	74	3.3108	54600	0.66316	0.53846	0.62044	19.058
TENDS	58	2.2759	54600	0.59649	0.64706	0.66292	19.058
ICERS	53	2.4906	54400	0.58333	0.61538	0.6044	18.988
PARSE	61	2.5246	54400	0.6	0.73913	0.67521	18.988
BAIT	73	3.2329	54400	0.70115	0.6	0.73571	18.988
FOOT	27	4.5926	54200	0.60465	0.69565	0.64423	18.918
PONG	21	4.2857	54200	0.44828	0.25	0.44286	18.918
OATERS	54	2.3333	54200	0.62687	0.82353	0.69903	18.918
HOME	58	3.5	54200	0.75	0.59375	0.74436	18.918
ARLES	70	2.5	54000	0.5641	0.64286	0.57658	18.848
TEES	43	2.1395	54000	0.475	0.33333	0.45283	18.848
ROUP	34	3.8824	53800	0.45	0.4	0.45714	18.778
SEED	104	2.375	53800	0.68333	0.68182	0.68376	18.778
MISER	56	2.5357	53800	0.625	0.57895	0.62637	18.778
ACERS	65	2.8615	53800	0.67176	0.62	0.72289	18.778
ROOP	38	3.5526	53600	0.56977	0.5	0.55556	18.709
LUDE	48	3.9583	53600	0.5	0.52381	0.51111	18.709
THAN	106	4.283	53400	0.64865	0.61538	0.58163	18.639
RAMI	115	3.5304	53400	0.65385	0.82353	0.7	18.639
GRAD	54	3.9259	53400	0.77941	0.75	0.7027	18.639
LOSES	22	3.0909	53200	0.44444	0.28571	0.4	18.569
TICES	34	2.3529	53200	0.45161	0.55556	0.49091	18.569
DARN	106	2.9151	53200	0.81053	0.64286	0.76316	18.569
SPITE	35	2.9714	53200	0.88889	0.6	0.6375	18.569
BLAST	35	3.6571	53000	0.55263	0.5	0.56923	18.499
WORT	53	2.9057	53000	0.56757	0.3871	0.54217	18.499
OLDER	55	3.2545	52800	0.58065	0.66667	0.64078	18.429
TONNE	48	3.8333	52800	0.72034	0.78378	0.77019	18.429
TRACE	59	3.2373	52800	0.68966	0.75	0.75833	18.429
NEARS	52	2.0962	52800	0.48649	0.625	0.50725	18.429
RIND	104	2.4615	52800	0.81481	0.81818	0.75472	18.429
SLEE	103	3.5146	52800	0.68657	0.7	0.69231	18.429
REENS	71	2.4789	52800	0.5	0.71429	0.60952	18.429
SERRA	82	3.4146	52800	0.39286	0.57895	0.47761	18.429
AMAS	48	3.2292	52600	0.41667	0.4	0.39474	18.36
ROIL	109	2.6881	52600	0.72441	0.88	0.72121	18.36
CINES	33	2.1515	52600	0.46667	0.5	0.47059	18.36
AIRT	230	2.5	52600	0.74101	0.92	0.75806	18.36
RIAS	201	2.7413	52400	0.41463	0.41667	0.43182	18.29
